#{"t_start": 1696270634.1184585, "env_id": "None"}
r,l,t,rendimiento,rentabilidadMedia,aciertos,errores,aciertosplus
0.25149074,500,19.457419,1.117209623636262,0.06845423474909307,67.0,58.0,3.0
0.2656282,500,21.790884,1.2584311711079945,0.11927311329393037,78.0,39.0,1.0
0.05378133,500,25.189022,1.0451167797476058,0.02689066609151597,73.0,51.0,0.0
-0.018487737,500,27.546553,0.8536914934755363,-0.056556712674017684,59.0,49.0,2.0
-0.14486006,500,30.732352,0.8519951372704269,-0.072430048290481,80.0,55.0,0.0
-0.26744646,500,33.058851,0.7482658841656605,-0.13372321280805083,70.0,66.0,0.0
0.0604696,500,36.395053,0.7470974110348579,-0.1139962407077928,62.0,68.0,7.0
0.11468136,500,38.736297,0.9476532985127201,-0.006486435056357764,64.0,50.0,4.0
-0.29261765,500,42.138591,0.6422218447934035,-0.20173240291037658,62.0,67.0,3.0
-0.027934156,500,44.449852,0.8697948309091995,-0.05563159179742938,74.0,56.0,3.0
-0.0048680976,500,47.719595,0.9840297777479864,-0.0024340497585084164,64.0,66.0,0.0
0.27706638,500,50.066232,1.2603599695512346,0.12405435466980808,80.0,47.0,1.0
0.17974854,500,53.20648,1.185323395916105,0.08987425683594791,82.0,50.0,0.0
0.13654166,500,55.604089,0.7802357825186788,-0.08000902647975827,70.0,70.0,6.0
-0.1347321,500,58.748641,0.7468338292251538,-0.13081143814962387,55.0,51.0,4.0
-0.08528993,500,61.089797,0.874848073117447,-0.0608613239910889,66.0,72.0,1.0
0.2878955,500,64.280727,1.0546349206724108,0.05013320892644013,56.0,52.0,3.0
-0.16282025,500,66.534672,0.8414484332876223,-0.08141014356632681,69.0,71.0,0.0
-0.08777272,500,69.773547,0.8396629011688493,-0.07803065861170888,69.0,57.0,2.0
0.32608533,500,71.975108,1.1777079832315254,0.10090849733824703,87.0,59.0,2.0
0.24041472,500,75.300438,1.2232274916671608,0.1064609166533727,71.0,42.0,1.0
0.33980802,500,77.583858,1.2499810682331542,0.12315731824736942,77.0,46.0,2.0
0.02744205,500,80.827317,0.9881530003092914,0.0008498598177594796,72.0,58.0,1.0
0.054321937,500,83.097844,1.0475853633628491,0.027160962381140796,75.0,51.0,0.0
0.12379574,500,86.32139,1.086863857007089,0.04903208010798721,75.0,44.0,1.0
-0.046504196,500,88.653005,0.9343724477632402,-0.023252100801151254,58.0,53.0,0.0
0.2625451,500,91.764557,1.1461242075350986,0.07996080660734711,76.0,51.0,3.0
-0.19034523,500,94.143285,0.7854080770712846,-0.1089497701662635,41.0,42.0,1.0
-0.14650196,500,97.31613,0.8253560894177538,-0.08748808686171844,72.0,67.0,1.0
0.3018121,500,99.690843,1.2015050770339994,0.10240629706725862,65.0,40.0,2.0
0.02494122,500,102.966226,0.9900573677436798,-0.0009621776752496425,55.0,57.0,1.0
-0.06973497,500,105.251376,0.8762660594855034,-0.05489548070493078,57.0,59.0,1.0
0.11978498,500,108.634321,0.8456058638303914,-0.046160990090399256,57.0,54.0,3.0
0.2312513,500,110.909356,1.248280292513864,0.11562565518048079,65.0,39.0,0.0
-0.03206941,500,114.188105,0.7720018362576878,-0.09758392949831801,57.0,53.0,4.0
0.022191525,500,116.464173,0.9738793717581784,-0.006629672491388516,58.0,59.0,1.0
0.359813,500,119.730482,1.3754101282740177,0.16493519182486444,64.0,39.0,1.0
0.07623342,500,122.199979,0.9237410624655565,-0.022994211920958074,42.0,44.0,3.0
0.32492572,500,125.375653,1.2366254948613247,0.11725368044232004,57.0,50.0,2.0
-0.05568503,500,127.73037,0.8980597012086634,-0.04497795412319611,61.0,61.0,1.0
0.064328834,500,130.733367,0.9435701632815926,-0.016819562431350077,59.0,56.0,3.0
-0.09448587,500,132.987996,0.904512190418041,-0.047242932361026,57.0,52.0,0.0
-0.06425758,500,135.122302,0.8241061175724581,-0.08141534467814276,46.0,41.0,3.0
0.337961,500,138.221244,1.2918308126175393,0.13622265940706718,61.0,33.0,2.0
0.602914,500,140.388102,1.4662134484690248,0.21400183438194492,72.0,48.0,3.0
-0.1486016,500,143.593945,0.703671892708377,-0.1549393494430174,58.0,60.0,5.0
0.19249329,500,145.855069,1.1946813048979097,0.09624665226068257,66.0,41.0,0.0
0.46289232,500,148.897917,1.5708346270867495,0.23144620417199147,79.0,47.0,0.0
0.026564045,500,151.141865,0.9688789676329131,-0.005500296456891818,71.0,55.0,1.0
0.0337253,500,154.146575,0.9908628220445914,0.0036272069045020228,66.0,48.0,1.0
-0.040468976,500,156.405977,0.9082895337533506,-0.036066439735764566,58.0,43.0,1.0
0.054512598,500,159.494228,0.9618420399746391,-0.009009064923423071,70.0,63.0,2.0
0.08661761,500,161.680988,1.0425123466550126,0.03025495225589586,64.0,46.0,1.0
-0.157657,500,164.796673,0.7748739077041658,-0.11293661297025759,46.0,40.0,2.0
-0.3926826,500,166.949199,0.5816006060785582,-0.24145824042211095,60.0,52.0,1.0
-0.120631084,500,170.037852,0.7980680963337402,-0.09939435016062514,69.0,53.0,3.0
0.2541694,500,172.188051,0.9962190103434154,0.016121002341123514,44.0,37.0,7.0
0.13240388,500,175.324122,1.0795604049931893,0.04919451939274405,60.0,39.0,1.0
0.34370953,500,177.494932,1.2063445931000147,0.10741571697152708,62.0,54.0,3.0
-0.025502084,500,180.592989,0.9616094326769816,-0.012751043729167688,59.0,47.0,0.0
0.034175795,500,182.862715,1.0220401287993466,0.017087883452291563,67.0,51.0,0.0
0.30873632,500,185.842343,1.1824307461157315,0.0981305174370567,51.0,42.0,3.0
0.027923003,500,188.117754,0.9221940611917271,-0.027331029749087243,60.0,53.0,2.0
0.21502085,500,191.137913,1.1940686385457775,0.09448120001876126,59.0,30.0,1.0
0.36908454,500,193.402397,0.9937164256036781,0.027339725561968287,54.0,47.0,8.0
0.4815024,500,196.52692,1.2877996709421287,0.14752218043821008,44.0,36.0,4.0
0.31691128,500,198.70634,1.2924827410815538,0.13616562501218604,79.0,39.0,1.0
0.19142781,500,201.845669,1.156464355399982,0.08067111566887175,59.0,49.0,1.0
0.43326443,500,204.025036,1.102659284810835,0.08731910525983755,74.0,45.0,6.0
0.29403776,500,207.171175,1.3249991463257569,0.1470188786154772,66.0,37.0,0.0
0.18861516,500,209.309681,1.1555242754158237,0.0780181305126279,53.0,34.0,1.0
-0.08309656,500,212.405463,0.8221450266458917,-0.08407187035645447,35.0,30.0,3.0
0.43725964,500,214.550263,1.2510562751943648,0.12795231171653082,61.0,54.0,5.0
-0.0630479,500,217.672785,0.8826103096008251,-0.04779024723893416,76.0,52.0,1.0
0.027759157,500,219.872036,1.0151413460544219,0.013879578488079136,69.0,56.0,0.0
0.27478865,500,222.908925,1.2584512133040466,0.12332720490855592,69.0,36.0,1.0
-0.21627967,500,225.185078,0.7872758880375044,-0.10813983127465099,58.0,48.0,0.0
0.3662263,500,228.218714,1.367531822149919,0.1621314490289235,63.0,32.0,1.0
-0.3168789,500,230.505348,0.6583681733377686,-0.18488188803194888,73.0,57.0,2.0
0.044448268,500,233.72352,0.9946331836628756,0.003752226937021097,57.0,54.0,1.0
-0.09630523,500,235.873314,0.8971435301687112,-0.048152611902552045,49.0,45.0,0.0
0.41163507,500,238.980038,1.286496964904826,0.14182256303130553,66.0,49.0,3.0
-0.20660597,500,241.147424,0.641013558061719,-0.18996495528126267,51.0,51.0,3.0
0.08968076,500,244.268854,1.0067435417492652,0.014907769325789855,53.0,32.0,1.0
0.52803874,500,246.516224,1.6124097652150733,0.2450461845509903,67.0,38.0,1.0
-0.043895483,500,248.779239,0.8438049520719286,-0.06815617837914478,30.0,34.0,2.0
0.3519707,500,251.881544,1.3431874246997761,0.1600837017247268,77.0,42.0,1.0
0.5638383,500,254.079115,1.5859531438629393,0.23772193902524458,61.0,34.0,3.0
0.42060855,500,257.256696,1.3614504761413047,0.16746369740967804,50.0,29.0,3.0
0.3930175,500,259.519062,1.14610208128934,0.0859081617246118,33.0,26.0,5.0
0.2488777,500,262.699378,1.0419880317852235,0.04299911523467059,42.0,41.0,4.0
0.22158524,500,264.921718,1.1920780274012257,0.09363332925225054,37.0,27.0,1.0
0.11544374,500,268.232206,1.1073107351432325,0.05772188078172302,68.0,44.0,0.0
0.4253049,500,270.451202,1.2739838109344777,0.13891393828702453,47.0,29.0,4.0
0.61849684,500,273.635363,1.4233221130723646,0.20168161315348354,65.0,43.0,4.0
0.5568889,500,275.9093,1.2845215199418287,0.14858687214020844,76.0,54.0,7.0
1.0053493,500,278.946295,1.9826394199003354,0.36143703118591847,41.0,28.0,7.0
0.30468535,500,281.204857,1.1515740379352044,0.08248208793498446,29.0,18.0,4.0
0.2341271,500,284.209077,1.251954796430703,0.11706352485762922,57.0,36.0,0.0
0.40756032,500,286.511044,1.192648597544488,0.11131743830517182,47.0,36.0,4.0
0.17786041,500,289.663115,1.114856666084448,0.0616179329431229,60.0,41.0,1.0
-0.015966875,500,291.876748,0.977183463743801,-0.00798343962602921,48.0,52.0,0.0
0.3653302,500,295.036754,1.2749969463009743,0.13600800722182776,66.0,60.0,2.0
0.42616242,500,297.184751,1.350880205501279,0.16202090967778487,66.0,37.0,3.0
0.406027,500,300.423927,1.4860004571663652,0.2030135059233651,47.0,23.0,0.0
0.5775562,500,302.593356,1.5544809871975915,0.23484200880392475,67.0,37.0,3.0
0.16906466,500,305.707568,0.9293510600998013,-0.02064826872088371,26.0,30.0,6.0
0.26662114,500,307.896696,1.1855919734184088,0.09844090140810174,40.0,25.0,2.0
0.14009805,500,311.037055,1.1367616837594914,0.07004902619500253,70.0,42.0,0.0
0.39905047,500,313.324588,1.385165036221538,0.17048811923882573,63.0,41.0,2.0
0.054679163,500,316.339989,0.6425892381711934,-0.16313866436919627,54.0,52.0,9.0
0.3114438,500,318.614055,0.9731085911568577,0.017044583430997295,41.0,41.0,6.0
