#{"t_start": 1696268238.708186, "env_id": "None"}
r,l,t,rendimiento,rentabilidadMedia,aciertos,errores,aciertosplus
-154.16891,500,2.034998,0.7233351865234601,-0.13978558865621143,43.0,46.0,3.0
-179.88005,500,3.532273,1.0675732650346106,0.03932626015851526,41.0,34.0,1.0
-170.84242,500,5.008252,1.0833442769860546,0.04820901611246736,41.0,37.0,2.0
-188.29985,500,6.490825,0.6148968704010408,-0.226071548367546,30.0,46.0,5.0
-176.1068,500,7.97921,0.85913115967145,-0.06866147555383056,40.0,42.0,1.0
-159.4854,500,9.472248,1.3939634300282098,0.18028163109986672,54.0,30.0,4.0
-183.47249,500,10.94957,0.5839946165909321,-0.2540878635815104,27.0,44.0,1.0
-179.22983,500,12.430371,0.6956767122630918,-0.1619295065628253,39.0,39.0,3.0
-165.92824,500,13.907951,0.9471255907840848,-0.005827861278891733,51.0,39.0,3.0
-164.00294,500,15.40198,1.6900488862618583,0.29319839606675074,37.0,41.0,9.0
-156.83061,500,16.882215,1.0306944008820034,0.03410928458180695,47.0,41.0,3.0
-168.91411,500,18.365023,1.0808359109466197,0.04293786796653121,51.0,34.0,0.0
-169.75818,500,19.842717,1.2217802164066094,0.10520541556114832,53.0,35.0,1.0
-174.14525,500,21.31817,0.7573713928637197,-0.11359652517144286,47.0,38.0,2.0
-168.27286,500,22.805408,0.717677040041762,-0.1546014206015192,38.0,40.0,1.0
-183.01706,500,24.291745,0.8249700500026459,-0.07328679106797137,45.0,42.0,3.0
-178.95049,500,25.773968,1.0008493984887208,0.010399355663055887,47.0,35.0,1.0
-153.04858,500,27.258391,0.8679426144222279,-0.057117916763401944,43.0,42.0,2.0
-163.86609,500,28.73759,1.10131155065453,0.05398316425966182,50.0,33.0,1.0
-165.58757,500,30.214892,1.113234856047893,0.08001796566321417,48.0,41.0,6.0
-174.99847,500,31.70382,0.9225765549066091,-0.02985996455847867,46.0,40.0,2.0
-163.09991,500,33.190845,0.6564045565492554,-0.17828068128655555,41.0,44.0,7.0
-155.98824,500,34.665612,0.8977480266223893,-0.04062877606403431,39.0,49.0,2.0
-172.14174,500,36.14834,0.804773820477809,-0.0972182274022722,42.0,36.0,2.0
-192.84048,500,37.636679,1.1248042308284092,0.06586374276387391,47.0,32.0,1.0
-158.75603,500,39.113874,1.0211205688608054,0.03449495121044699,45.0,41.0,3.0
-185.73982,500,40.596936,1.091033209633585,0.05964334044310726,45.0,37.0,4.0
-141.95781,500,42.084061,1.035054169198075,0.021092696614482986,49.0,43.0,0.0
-160.73157,500,43.57484,1.234648962709422,0.11460976128301953,51.0,35.0,1.0
-192.86082,500,45.064892,0.9884377101171588,0.014625196506164673,39.0,37.0,3.0
-170.7352,500,46.560468,1.2539457351848464,0.11966840690369557,56.0,26.0,1.0
-163.47626,500,48.047885,1.3507100364643738,0.16876944161625673,43.0,33.0,4.0
-141.51425,500,49.525055,1.3477034455354633,0.16281675079466057,49.0,39.0,4.0
-176.08897,500,51.001053,0.8726165762351394,-0.05953684668049225,37.0,39.0,1.0
-167.79059,500,52.484546,1.1699788947402179,0.08571401329272915,50.0,37.0,1.0
-174.13254,500,53.963511,0.7606946734811405,-0.11026143031916791,41.0,35.0,3.0
-159.6625,500,55.43842,1.2376795746647724,0.12062432476557838,49.0,39.0,2.0
-166.73672,500,56.91083,1.0807214719453238,0.056765973260796465,40.0,43.0,4.0
-164.28055,500,58.398227,0.710658965177301,-0.15536264325366567,43.0,46.0,1.0
-169.84837,500,59.881082,1.0219283019332992,0.024808521885125834,50.0,38.0,3.0
-156.68907,500,61.368579,1.1940164297109956,0.09968182812527981,52.0,38.0,3.0
-163.28667,500,62.84991,1.5008832602948674,0.22366971891188547,45.0,37.0,6.0
-155.05151,500,64.320784,0.844589867711706,-0.07102240534002324,39.0,44.0,3.0
-152.00883,500,65.805224,0.9499866571498876,-0.018033095606278804,51.0,36.0,1.0
-152.16788,500,67.293916,0.829642004656897,-0.08392504852404781,39.0,46.0,0.0
-180.15213,500,68.775783,0.6824085511281548,-0.16172617247673943,37.0,36.0,4.0
-151.12952,500,70.259495,1.7760393877131995,0.3059718367968062,53.0,34.0,7.0
-157.93285,500,71.736183,0.9363977703467311,-0.018236213084905806,41.0,39.0,3.0
-173.73273,500,73.222976,1.202969986105871,0.10271862506563356,56.0,33.0,1.0
-167.0915,500,74.692189,0.6805362464510267,-0.14212273702571948,39.0,40.0,4.0
-164.04314,500,76.182727,0.916656830923513,-0.036430592316336274,44.0,42.0,1.0
-173.99078,500,77.669031,0.9061827094590438,-0.037948621372776103,40.0,46.0,3.0
-177.99086,500,79.145379,0.8953453644587368,-0.041323021006499094,45.0,34.0,2.0
-179.60794,500,80.616083,0.9549150926205924,0.021499711476750116,40.0,43.0,8.0
-181.00894,500,82.100364,0.8936063799862103,-0.04510647691887493,40.0,40.0,3.0
-187.92569,500,83.581724,1.025687043482117,0.018571788939550138,40.0,31.0,1.0
-176.7711,500,85.054913,1.1325621216051276,0.07042536761542922,45.0,30.0,2.0
-156.0537,500,86.531383,0.8110621261273356,-0.09181012054209559,36.0,40.0,4.0
-167.78137,500,88.012857,1.2244003813187159,0.10931741721669164,42.0,34.0,0.0
-173.83662,500,89.488489,1.1516745723524437,0.08170513387217437,47.0,33.0,0.0
-156.03635,500,90.979039,0.793059894576277,-0.09949237846343945,38.0,44.0,5.0
-173.58102,500,92.467083,1.136478225180345,0.08912720650309719,44.0,35.0,6.0
-164.032,500,93.947473,0.8693140666483401,-0.05308752035966613,48.0,37.0,2.0
-166.91315,500,95.423616,0.9941857088564127,0.00900952310777281,49.0,33.0,2.0
-154.74982,500,96.908186,1.2330465021136203,0.11081213782627453,46.0,36.0,1.0
-164.04718,500,98.39543,0.9062137501710985,-0.03879599489450458,43.0,42.0,1.0
-162.68513,500,99.873706,1.2616362556082867,0.1274829494107929,49.0,34.0,1.0
-160.17828,500,101.368223,1.7961158218513043,0.3087413400950215,54.0,29.0,6.0
-158.89499,500,102.85718,1.0648879781282745,0.0393558225206776,44.0,39.0,1.0
-167.01314,500,104.345376,0.8960609689133041,-0.04489962957635091,46.0,38.0,3.0
-150.20667,500,105.82268,0.7351100928240556,-0.13609285596511844,49.0,46.0,1.0
-177.06384,500,107.304504,0.9250044026119252,-0.031935107680886254,42.0,39.0,0.0
-162.99599,500,108.773534,0.9036969429487663,-0.03959266417460805,39.0,41.0,3.0
-197.88861,500,110.241608,1.062427045914461,0.03986615270143018,44.0,33.0,1.0
-159.19559,500,111.71534,0.730238807414471,-0.13674015349963226,48.0,38.0,2.0
-163.24731,500,113.204007,0.7097506370965458,-0.15609690255868097,40.0,46.0,2.0
-159.82114,500,114.681216,1.1454336203819442,0.07664316437504576,43.0,35.0,1.0
-150.14699,500,116.150147,0.82013494340971,-0.09124751214939925,45.0,49.0,1.0
-140.72202,500,117.630678,1.049195187775622,0.044109499789251605,53.0,46.0,5.0
-163.97144,500,119.120287,0.8595925000228193,-0.05825833741793596,45.0,35.0,3.0
