fecha,rendimiento_acumulado,rentabilidad step,comision,rentabilidad_1,rentabilidad_2,rentabilidad_3,rentabilidad_4,porcentaje_1,porcentaje_2,porcentaje_3,porcentaje_4,precios_1,precios_2,precios_3
20050413,1.0071135638848256,1.0047231,0.0,1.0,0.9985601,1.0047231,1.0,0.0,0.0,1.0,0.0,2.1884005,0.98476505,4.0838795
20050414,0.9959234438563023,0.9888889,0.0,1.0,0.9841343,0.9888889,0.9747584,0.0,0.0,1.0,0.0,2.15368,0.97382325,3.9807959
20050417,0.983441704404066,0.98746717,0.0,1.0,0.98534435,0.98746717,0.99314576,0.0,0.0,1.0,0.0,2.1221166,0.9616185,3.9535105
20050418,0.9911889704763552,1.0078777,0.0,1.0,1.0029746,1.0078777,1.0,0.0,0.0,1.0,0.0,2.1284292,0.9691939,3.9535105
20050419,0.9985057260833412,1.0073818,0.0,1.0,1.000989,1.0073818,1.0007666,0.0,0.0,1.0,0.0,2.1305342,0.9763482,3.9565415
20050420,1.0028094166398995,1.0043101,0.0,1.0,0.9950614,1.0043101,1.0053641,0.0,0.0,1.0,0.0,2.1200123,0.98055637,3.9777648
20050421,1.0071136054929393,1.0042921,0.0,1.0,1.0014892,1.0042921,1.0121951,0.0,0.0,1.0,0.0,2.1231694,0.98476505,4.026274
20050424,1.0092655124916756,1.0021367,0.0,1.0,1.0064418,1.0021367,0.9954817,0.0,0.0,1.0,0.0,2.1368465,0.98686916,4.0080824
20050425,1.0105566001446626,1.0012792,0.0,1.0,0.99606085,1.0012792,0.9984872,0.0,0.0,1.0,0.0,2.1284292,0.9881316,4.002019
20050426,0.9868852926827542,0.976576,0.0,1.0,0.9960455,0.976576,0.989394,0.0,0.0,1.0,0.0,2.1200123,0.96498555,3.9595735
20050427,0.9898978511060024,1.0030526,0.0,1.0,1.0009925,1.0030526,0.9969372,0.0,0.0,1.0,0.0,2.1221166,0.9679313,3.947446
20050428,0.9881762168731582,0.9982608,0.0,1.0,1.0,0.9982608,1.0084485,0.0,0.0,1.0,0.0,2.1221166,0.96624786,3.9807959
20050501,1.00280942393638,1.0148083,0.0,1.0,1.0114033,1.0148083,1.012186,0.0,0.0,1.0,0.0,2.1463158,0.98055637,4.029306
20050502,1.0036703812574506,1.0008585,0.0,1.0,1.0039214,1.0008585,1.0007526,0.0,0.0,1.0,0.0,2.1547322,0.98139817,4.032338
20050503,1.0139993727115242,1.0102912,0.0,1.0,1.0039065,1.0102912,1.0015037,0.0,0.0,1.0,0.0,2.1631496,0.99149793,4.0384016
20050504,1.0105566422687384,0.9966048,0.0,1.0,1.002918,0.9966048,1.0112613,0.0,0.0,1.0,0.0,2.1694617,0.9881316,4.0838795
20050505,1.0127086779649455,1.0021296,0.0,1.0,0.9985453,1.0021296,1.000742,0.0,0.0,1.0,0.0,2.1663058,0.99023587,4.08691
20050508,1.0161518552124982,1.0034,0.0,1.0,0.9980575,1.0034,0.99629116,0.0,0.0,1.0,0.0,2.1620977,0.9936027,4.071752
20050509,1.0114176067076994,0.995341,0.0,1.0,0.9941601,0.995341,0.9910647,0.0,0.0,1.0,0.0,2.1494713,0.9889735,4.03537
20050510,1.0135691850377035,1.0021273,0.0,1.0,0.99657416,1.0021273,0.99699473,0.0,0.0,1.0,0.0,2.1421075,0.9910773,4.0232425
20050511,1.0195945790148044,1.0059447,0.0,1.0,1.0004908,1.0059447,1.0105501,0.0,0.0,1.0,0.0,2.143159,0.99696904,4.065688
20050512,1.0161518127715141,0.9966234,0.0,1.0,0.99656385,0.9966234,1.0068285,0.0,0.0,1.0,0.0,2.1357946,0.9936027,4.093451
20050515,1.0161518127715141,1.0,0.0,1.0,0.9960588,1.0,1.0060285,0.0,0.0,1.0,0.0,2.127377,0.9936027,4.1181283
20050516,1.0101262681821392,0.99407023,0.0,1.0,1.0039568,0.99407023,1.0074905,0.0,0.0,1.0,0.0,2.1357946,0.98771083,4.1489754
20050517,1.0264809875219822,1.0161908,0.0,1.0,1.0241377,1.0161908,1.0089221,0.0,0.0,1.0,0.0,2.187348,1.0037026,4.1859927
20050518,1.0299240016127476,1.0033542,0.0,1.0,1.0019239,1.0033542,1.0088431,0.0,0.0,1.0,0.0,2.1915562,1.0070692,4.2230096
20050519,1.0267037555034073,0.9993733,0.0025,1.0,0.9937593,0.9987466,1.0,0.0,0.0,0.5,0.5,2.1778793,1.0058069,4.2230096
20050522,1.02336755881184,0.99675214,1.567751169204712e-06,1.0,0.99855024,0.9891214,1.0043828,0.0,0.0,0.5,0.5,2.174722,0.9948651,4.2415185
20050523,1.01768600531484,0.9944673,1.913905143737793e-05,1.0,0.9956463,0.9911165,0.9978181,0.0,0.0,0.5,0.5,2.1652539,0.98602724,4.232264
20050524,1.0122236891515077,0.9963076,0.0016749999672174454,1.0,0.99659824,0.9965857,0.9956268,0.00999999,0.33,0.33,0.33,2.1578882,0.98266065,4.2137556
20050525,1.0114502492264446,1.0009115,0.0016755740344524383,1.0,1.007801,0.9974307,1.0043924,0.0,0.0,0.5,0.5,2.174722,0.98013586,4.232264
20050526,1.0018267430038732,0.99049413,8.694157004356385e-06,1.0,0.99709785,0.98754805,0.99344015,0.0,0.0,0.5,0.5,2.1684105,0.9679313,4.204501
20050529,1.0061096458774264,1.0059501,0.0016749998927116394,1.0,1.0082482,1.0039128,1.0058694,0.00999999,0.33,0.33,0.33,2.186296,0.97171855,4.229179
