#{"t_start": 1696445056.836968, "env_id": "None"}
r,l,t,rendimiento,rentabilidadMedia,aciertos,errores,aciertosplus
0.0048921118,100,5.269451,0.9614718707576851,-0.016408870205861025,6.0,15.0,1.0
-0.031607397,100,5.269492,0.9668806512190089,-0.015803702405071982,11.0,17.0,0.0
-0.05266031,100,5.269502,0.9469699488326005,-0.02633015945583632,9.0,13.0,0.0
-0.055641226,100,5.269508,0.9438549447710576,-0.027820613398922632,10.0,18.0,0.0
0.012700873,100,5.269514,1.0094788327292576,0.006350432317150529,9.0,12.0,0.0
-0.081949,100,5.269519,0.9144410483788338,-0.04097450445075111,11.0,15.0,0.0
-0.050532393,100,5.269525,0.9496372192094202,-0.02526619957103827,13.0,14.0,0.0
-0.14841327,100,5.26953,0.8600115884721407,-0.07420663010141233,8.0,19.0,0.0
-0.082925715,100,7.76178,0.9191411395868431,-0.04146285752263734,6.0,17.0,0.0
-0.10292343,100,7.761826,0.9003306777271873,-0.051461709688227074,5.0,18.0,0.0
0.075124204,100,7.761836,1.075191148569823,0.037562102175985726,14.0,10.0,0.0
-0.20215109,100,7.761843,0.8138604925641654,-0.10107555574084093,5.0,19.0,0.0
0.12823167,100,7.761848,1.0806284302521347,0.043312765643431284,13.0,15.0,1.0
-0.15073727,100,7.761854,0.8556483430632432,-0.07536864362286014,10.0,15.0,0.0
-0.1121148,100,7.761859,0.8896179870466893,-0.056057409529219074,8.0,13.0,0.0
-0.30883148,100,7.761865,0.7307669720274863,-0.15441574120057922,8.0,21.0,0.0
-0.026779564,100,10.243608,0.9726890395355032,-0.01338978188169163,10.0,14.0,0.0
-0.009839266,100,10.243648,0.9579712715063696,-0.017626616985614144,12.0,15.0,1.0
-0.075095505,100,10.243658,0.9267922185466009,-0.03754774695121426,7.0,13.0,0.0
-0.096731156,100,10.243664,0.9036447985538465,-0.04836557382759779,10.0,15.0,0.0
-0.047359206,100,10.24367,0.9508268549812269,-0.023679600158052164,9.0,16.0,0.0
0.13654152,100,10.243675,1.1057871529159813,0.05292305327120923,13.0,13.0,1.0
0.0589758,100,10.24368,1.0276061342157186,0.015169990423195567,14.0,10.0,1.0
0.011299848,100,10.243686,1.0093106766124906,0.005649923000648888,13.0,11.0,0.0
0.10506734,100,12.718931,1.0458629706812839,0.025148311947366664,8.0,14.0,2.0
-0.0817065,100,12.718974,0.9199961766161585,-0.04085325377282622,9.0,17.0,0.0
0.15867746,100,12.718984,1.1287809787873992,0.062495198141834775,16.0,9.0,1.0
-0.116159916,100,12.718991,0.8880536855754436,-0.058079944121323016,8.0,19.0,0.0
-0.04537986,100,12.718997,0.9542152290526286,-0.022689932690478372,9.0,14.0,0.0
0.08064654,100,12.719003,1.0805367478517505,0.04032327012596263,12.0,7.0,0.0
-0.008689195,100,12.719009,0.9861937627950653,-0.004344598036435074,9.0,16.0,0.0
-0.1372234,100,12.719015,0.8677304588756832,-0.06861169954198111,8.0,15.0,0.0
-0.13680714,100,15.188169,0.8577316487217497,-0.06840356581265207,12.0,11.0,0.0
-0.007950459,100,15.18821,0.9892430490351166,-0.003975228468448362,11.0,15.0,0.0
-0.013123471,100,15.18822,0.9851152289240359,-0.006561736490443167,9.0,16.0,0.0
-0.044824436,100,15.188226,0.9508810228384692,-0.02241221806187217,9.0,14.0,0.0
-0.05950053,100,15.188232,0.9108898422604194,-0.04337368150102049,8.0,14.0,1.0
-0.072019696,100,15.188237,0.928014773843711,-0.036009854217747404,9.0,20.0,0.0
-0.21421194,100,15.188243,0.802126666071228,-0.10710595972349413,9.0,15.0,0.0
0.08889393,100,15.188248,1.0910119369466524,0.044446962643237865,15.0,8.0,0.0
-0.058213398,100,17.67114,0.910709051657811,-0.042744238383193287,7.0,21.0,1.0
