fecha,rendimiento_acumulado,rentabilidad step,comision,rentabilidad_1,rentabilidad_2,rentabilidad_3,rentabilidad_4,porcentaje_1,porcentaje_2,porcentaje_3,porcentaje_4,precios_1,precios_2,precios_3
20050516,1.0603442127440232,0.9980648,0.0,1.0,0.9980648,0.9940705,1.0074905,0.0,1.0,0.0,0.0,7.483319,0.98771065,4.1489754
20050517,1.088099377987374,1.0261756,0.0,1.0,1.0261756,1.0161909,1.0089221,0.0,1.0,0.0,0.0,7.679199,1.0037025,4.1859927
20050518,1.1019769577064542,1.012754,0.0,1.0,1.012754,1.0033547,1.008843,0.0,1.0,0.0,0.0,7.7771397,1.0070696,4.223009
20050519,1.110200462434822,1.0074625,0.0,1.0,1.0074625,0.998746,1.0,0.0,1.0,0.0,0.0,7.835177,1.0058067,4.223009
20050522,1.120479924786356,1.0092591,0.0,1.0,1.0092591,0.98912144,1.0043828,0.0,1.0,0.0,0.0,7.9077234,0.99486494,4.241518
20050523,1.1035183999411096,0.98486227,0.0,1.0,0.98486227,0.99111706,0.99781835,0.0,1.0,0.0,0.0,7.788018,0.9860276,4.2322645
20050524,1.1035183999411096,1.0,0.0,1.0,1.0,0.99658555,0.9956269,0.0,1.0,0.0,0.0,7.788018,0.98266083,4.2137566
20050525,1.104546591962234,1.0009317,0.0,1.0,1.0009317,0.9974304,1.0043923,0.0,1.0,0.0,0.0,7.7952747,0.9801358,4.2322645
20050526,1.092725126380212,0.98929745,0.0,1.0,0.98929745,0.98754805,0.9934401,0.0,1.0,0.0,0.0,7.7118454,0.9679312,4.204501
20050529,1.1066026935926645,1.0127,0.0,1.0,1.0127,1.0039133,1.0058694,0.0,1.0,0.0,0.0,7.8097854,0.971719,4.229179
20050530,1.1102004746860656,1.0032512,0.0,1.0,1.0032512,0.99783415,0.9927059,0.0,1.0,0.0,0.0,7.835177,0.96961445,4.198331
20050531,1.1256199992490443,1.013889,0.0,1.0,1.013889,1.015625,1.0102867,0.0,1.0,0.0,0.0,7.9439993,0.9847647,4.241518
20050601,1.1240778854869793,0.99863,0.0,1.0,0.99863,0.9935898,0.9963635,0.0,1.0,0.0,0.0,7.933116,0.97845215,4.226094
20050602,1.1148260201612161,0.9917694,0.0,1.0,0.9917694,1.0,0.99416053,0.0,1.0,0.0,0.0,7.867821,0.97845215,4.2014155
20050605,1.1060887991741968,0.9921627,0.0,1.0,0.9921627,0.979355,0.99045557,0.0,1.0,0.0,0.0,7.8061585,0.95825195,4.1613154
20050606,1.1158543226847053,1.0088289,0.0,1.0,1.0088289,0.9938514,1.0096364,0.0,1.0,0.0,0.0,7.8750777,0.9523601,4.2014155
20050607,1.1148261430406938,0.9990786,0.0,1.0,0.9990786,0.99690706,0.9992658,0.0,1.0,0.0,0.0,7.867821,0.9494145,4.198331
20050608,1.1338436613515959,1.0170587,0.0,1.0,1.0170587,1.0048757,0.99559194,0.0,1.0,0.0,0.0,8.002036,0.95404357,4.1798244
20050609,1.1482353224999546,1.0126928,0.0,1.0,1.0126928,1.0202911,1.0036899,0.0,1.0,0.0,0.0,8.103604,0.97340214,4.1952477
20050612,1.1574869262478529,1.0080572,0.0,1.0,1.0080572,0.9338521,1.008088,0.0,1.0,0.0,0.0,8.168897,0.9090136,4.229179
20050613,1.1544030018587719,0.9973357,0.0,1.0,0.9973357,0.98796326,1.0043766,0.0,1.0,0.0,0.0,8.147132,0.89807206,4.2476883
20050614,1.1384692528543223,0.9861974,0.0,1.0,0.9861974,1.0093716,0.9978212,0.0,1.0,0.0,0.0,8.03468,0.9064885,4.2384334
20050615,1.1441235931789233,1.0049666,0.0,1.0,1.0049666,1.0074284,1.0050949,0.0,1.0,0.0,0.0,8.074586,0.9132222,4.260028
20050616,1.141039538865149,0.99730444,0.0,1.0,0.99730444,1.004608,1.006517,0.0,1.0,0.0,0.0,8.05282,0.9174304,4.287791
20050619,1.1328158217763926,0.9927928,0.0,1.0,0.9927928,1.0027524,1.0064744,0.0,1.0,0.0,0.0,7.994782,0.91995555,4.3155518
20050620,1.14617945980873,1.0117968,0.0,1.0,1.0117968,1.0004574,0.96783423,0.0,1.0,0.0,0.0,8.089095,0.92037636,4.1767387
20050621,1.1513188576922937,1.0044839,0.0,1.0,1.0044839,0.9967992,1.0007387,0.0,1.0,0.0,0.0,8.125366,0.9174304,4.1798244
20050622,1.1667387968503264,1.0133933,0.0,1.0,1.0133933,0.9972477,0.9963097,0.0,1.0,0.0,0.0,8.234192,0.91490537,4.1643996
20050623,1.151833147814127,0.9872245,0.0,1.0,0.9872245,0.9958603,0.9911111,0.0,1.0,0.0,0.0,8.128996,0.9111179,4.1273828
20050626,1.146179441041651,0.99509156,0.0,1.0,0.99509156,1.0004618,0.9910314,0.0,1.0,0.0,0.0,8.089095,0.9115387,4.090366
20050627,1.1651966065788961,1.0165918,0.0,1.0,1.0165918,0.9986151,1.0098039,0.0,1.0,0.0,0.0,8.223308,0.9102763,4.1304674
20050628,1.1852417305722938,1.0172032,0.0,1.0,1.0172032,0.9967635,1.0097089,0.0,1.0,0.0,0.0,8.364775,0.9073302,4.1705694
20050629,1.1893534639613594,1.0034691,0.0,1.0,1.0034691,0.98701304,1.0014793,0.0,1.0,0.0,0.0,8.393793,0.89554673,4.1767387
20050630,1.2018238981409899,1.010485,0.0,1.0,1.010485,1.0037599,1.0022156,0.0,1.0,0.0,0.0,8.481803,0.89891386,4.1859927
20050703,1.202176694136785,1.0027936,0.0025,1.0,1.0116735,0.99391365,0.9977893,0.0,0.5,0.5,0.0,8.580814,0.89344275,4.1767387
20050704,1.2052907329949203,1.0026125,2.21378356218338e-05,1.0,0.99957246,1.0056524,0.9963073,0.0,0.5,0.5,0.0,8.577146,0.8984929,4.1613154
20050705,1.2109616275977282,1.0047126,7.5802206993103026e-06,1.0,1.014109,0.9953161,0.9992588,0.0,0.5,0.5,0.0,8.69816,0.8942844,4.1582313
20050706,1.1897469914727075,0.98250455,2.338096499443054e-05,1.0,0.9852444,0.9797647,0.9807119,0.0,0.5,0.5,0.0,8.569814,0.87618834,4.078027
20050707,1.2012400274330322,1.009667,6.971657276153565e-06,1.0,1.0068461,1.012488,1.0128593,0.0,0.5,0.5,0.0,8.628483,0.88713014,4.1304674
20050710,1.2088713020207194,1.0063598,6.98484480381012e-06,1.0,1.0089248,1.0037947,1.0156835,0.0,0.5,0.5,0.0,8.705491,0.89049655,4.1952477
20050711,1.222885662534986,1.0115993,6.372183561325073e-06,1.0,1.0151645,1.0080341,0.99632365,0.0,0.5,0.5,0.0,8.837505,0.8976509,4.1798244
20050712,1.2439493311960308,1.0172334,8.810758590698242e-06,1.0,1.0161825,1.0182841,1.0073798,0.0,0.5,0.5,0.0,8.980518,0.9140636,4.2106705
20050713,1.2369425154295874,0.99436986,2.582445740699768e-06,1.0,0.97999185,1.0087478,1.0043956,0.0,0.5,0.5,0.0,8.800835,0.92205966,4.229179
20050714,1.2369477890668792,1.0000404,3.6148503422737125e-05,1.0,0.9895832,1.0104977,1.0,0.0,0.5,0.5,0.0,8.709158,0.93173915,4.229179
20050717,1.2398936148857016,1.0024077,2.6142001152038576e-05,1.0,1.0021052,1.0027101,0.9970826,0.0,0.5,0.5,0.0,8.727492,0.9342643,4.2168407
20050718,1.2482116918419455,1.0067095,7.542967796325684e-07,1.0,1.0075632,1.0058557,1.0080464,0.0,0.5,0.5,0.0,8.7935,0.93973505,4.250771
20050719,1.2601117293009314,1.0095358,2.1202117204666137e-06,1.0,1.0025021,1.0165695,0.9912923,0.0,0.5,0.5,0.0,8.815502,0.955306,4.2137566
20050720,1.2452295613347024,0.9882072,1.7418190836906433e-05,1.0,0.9941765,0.9822379,0.99853545,0.0,0.5,0.5,0.0,8.764165,0.93833774,4.2075853
20050721,1.244543060279019,0.9994638,1.510143280029297e-05,1.0,1.0020921,0.9968355,0.99633443,0.0,0.5,0.5,0.0,8.7825,0.93536836,4.192162
20050724,1.249547554448716,1.0040277,6.574392318725586e-06,1.0,1.0012524,1.006803,1.000736,0.0,0.5,0.5,0.0,8.7935,0.94173175,4.1952477
20050725,1.2506645926245619,1.0009009,6.91048800945282e-06,1.0,1.0,1.0018017,0.99411756,0.0,0.5,0.5,0.0,8.7935,0.94342846,4.1705694
20050726,1.2489587138976341,0.9986383,2.250075340270996e-06,1.0,0.9945788,1.0026978,1.0125737,0.0,0.5,0.5,0.0,8.745829,0.9459737,4.223009
20050727,1.2486294864553569,0.99974656,1.0162591934204102e-05,1.0,1.0008386,0.99865454,1.0153402,0.0,0.5,0.5,0.0,8.753163,0.94470096,4.287791
20050728,1.241655067371866,0.9944171,2.7307868003845213e-06,1.0,0.9991621,0.9896721,0.9992803,0.0,0.5,0.5,0.0,8.745829,0.9349442,4.2847047
20050731,1.237240307753685,0.9964564,1.1928975582122802e-05,1.0,0.9979034,0.9950093,0.9949608,0.0,0.5,0.5,0.0,8.727492,0.9302782,4.263113
20050801,1.2401997857828224,1.0023956,3.630518913269043e-06,1.0,1.0079832,0.99680793,1.0043414,0.0,0.5,0.5,0.0,8.797166,0.9273087,4.2816205
20050802,1.2427605947941953,1.0020788,1.3935714960098267e-05,1.0,0.9995833,1.0045743,1.0129682,0.0,0.5,0.5,0.0,8.7935,0.9315505,4.3371453
20050803,1.222412942617912,0.9836333,6.225854158401489e-06,1.0,0.9845706,0.9826959,0.9928876,0.0,0.5,0.5,0.0,8.657822,0.91543084,4.306298
20050804,1.2273284722209847,1.0040236,2.3824721574783324e-06,1.0,1.0080471,1.0,0.9906878,0.0,0.5,0.5,0.0,8.727492,0.91543084,4.2661967
20050807,1.2354421755149172,1.0066209,1.0018572211265565e-05,1.0,1.0109247,1.0023172,1.000723,0.0,0.5,0.5,0.0,8.822838,0.91755205,4.2692814
20050808,1.2331757919326332,0.9981762,1.0688677430152894e-05,1.0,0.995428,1.0009245,1.0021673,0.0,0.5,0.5,0.0,8.7825,0.91840035,4.2785344
20050809,1.2399976441423293,1.0055388,6.8830698728561404e-06,1.0,1.0087681,1.0023096,1.006489,0.0,0.5,0.5,0.0,8.859506,0.9205215,4.306298
20050810,1.2307388605111413,0.99254125,8.028745651245117e-06,1.0,0.9933776,0.9917049,0.9942695,0.0,0.5,0.5,0.0,8.800835,0.91288567,4.2816205
20050811,1.226436403104891,0.9965063,2.1066516637802124e-06,1.0,0.9920833,1.0009292,0.99423623,0.0,0.5,0.5,0.0,8.731161,0.91373396,4.2569423
20050814,1.2328079009782964,1.0052062,1.1096224188804626e-05,1.0,1.00252,1.0078925,1.0,0.0,0.5,0.5,0.0,8.753163,0.9209456,4.2569423
20050815,1.2381955272072278,1.0043769,6.680861115455628e-06,1.0,1.0046083,1.0041455,0.9934781,0.0,0.5,0.5,0.0,8.7935,0.9247633,4.229179
20050816,1.2267838123406671,0.99078417,5.760043859481812e-07,1.0,0.9824854,0.9990829,0.9992705,0.0,0.5,0.5,0.0,8.639485,0.92391527,4.226094
20050817,1.2225236277788065,0.9965483,2.093993127346039e-05,1.0,0.9889646,1.0041319,0.99416053,0.0,0.5,0.5,0.0,8.544146,0.9277328,4.2014155
20050818,1.234739293379935,1.0100112,1.902475953102112e-05,1.0,1.0154501,1.0045724,1.0102792,0.0,0.5,0.5,0.0,8.676154,0.93197477,4.2446027
20050821,1.2379544269603364,1.0026174,1.3462454080581666e-05,1.0,1.0029588,1.0022758,1.0021803,0.0,0.5,0.5,0.0,8.701825,0.93409574,4.253857
20050822,1.2347827833754597,0.99743885,8.515268564224244e-07,1.0,0.99578595,0.99909174,0.9941986,0.0,0.5,0.5,0.0,8.665155,0.9332473,4.229179
20050823,1.234284114411391,0.9996003,4.142820835113525e-06,1.0,1.0046549,0.9945457,0.9941649,0.0,0.5,0.5,0.0,8.705491,0.9281571,4.204501
20050824,1.2192635115458772,0.98784316,1.2641549110412598e-05,1.0,0.99031174,0.98537457,0.9875276,0.0,0.5,0.5,0.0,8.62115,0.9145824,4.152061
20050825,1.2178892640283163,0.99887913,6.247460842132568e-06,1.0,0.9991497,0.9986086,0.9866269,0.0,0.5,0.5,0.0,8.613819,0.9133098,4.096535
20050828,1.2233557676834828,1.0044892,6.771087646484375e-07,1.0,1.008514,1.0004644,1.0105423,0.0,0.5,0.5,0.0,8.687158,0.91373396,4.139722
20050829,1.239609261528065,1.013296,1.001700758934021e-05,1.0,1.0173069,1.0092851,0.99403876,0.0,0.5,0.5,0.0,8.837505,0.9222181,4.115044
20050830,1.2560331875755872,1.0132592,9.89578664302826e-06,1.0,1.0099585,1.0165598,1.0029985,0.0,0.5,0.5,0.0,8.925513,0.93748987,4.1273828
20050831,1.278241815234494,1.0176897,8.143708109855652e-06,1.0,1.0304025,1.004977,1.0082214,0.0,0.5,0.5,0.0,9.196872,0.9421557,4.1613154
20050901,1.2966000521870817,1.0143933,3.122948110103607e-05,1.0,1.0211325,1.0076543,0.99406964,0.0,0.5,0.5,0.0,9.391225,0.9493672,4.136637
20050904,1.3076541539114674,1.0085421,1.6608685255050658e-05,1.0,1.0054666,1.0116175,1.0134227,0.0,0.5,0.5,0.0,9.442563,0.9603966,4.192162
20050905,1.3048469151818367,0.99786085,7.6235085725784304e-06,1.0,0.9829128,1.0128089,1.0117733,0.0,0.5,0.5,0.0,9.281216,0.9726982,4.241518
20050906,1.3329444868659772,1.0215707,3.745026886463165e-05,1.0,1.0213354,1.021806,0.99781835,0.0,0.5,0.5,0.0,9.479234,0.9939088,4.2322645
20050907,1.3395666448280148,1.0049686,5.758553743362427e-07,1.0,1.0112182,0.99871916,1.0043727,0.0,0.5,0.5,0.0,9.585574,0.9926358,4.250771
20050908,1.345076799976939,1.0041289,1.5546604990959168e-05,1.0,1.0061208,1.0021372,1.0014517,0.0,0.5,0.5,0.0,9.644246,0.99475724,4.2569423
20050911,1.3461931906287412,1.000835,4.959031939506531e-06,1.0,1.0038024,0.99786735,0.9942029,0.0,0.5,0.5,0.0,9.680918,0.9926358,4.2322645
20050912,1.319209625317,0.97996306,7.4125826358795164e-06,1.0,0.9659089,0.9940173,0.9941688,0.0,0.5,0.5,0.0,9.350884,0.98669714,4.2075853
20050913,1.3219828212240694,1.002138,3.585390746593476e-05,1.0,1.004706,0.99956995,1.0036657,0.0,0.5,0.5,0.0,9.39489,0.9862728,4.223009
20050914,1.3247336415072155,1.0020872,6.406381726264954e-06,1.0,1.0054644,0.99871,0.99634767,0.0,0.5,0.5,0.0,9.446228,0.9850005,4.2075853
20050915,1.3311830099345106,1.0048769,8.425489068031312e-06,1.0,1.0131993,0.9965545,1.0021996,0.0,0.5,0.5,0.0,9.570911,0.98160666,4.2168407
20050918,1.3315674054037865,1.0003095,2.070501446723938e-05,1.0,1.0019156,0.9987035,0.9992686,0.0,0.5,0.5,0.0,9.589245,0.980334,4.2137566
20050919,1.321860403001699,0.9927141,4.013925790786743e-06,1.0,0.9923514,0.9930768,1.0051242,0.0,0.5,0.5,0.0,9.515901,0.9735469,4.2353487
20050920,1.3482891298177004,1.0199945,9.134411811828614e-07,1.0,0.9907518,1.0492371,0.98834664,0.0,0.5,0.5,0.0,9.427896,1.0214816,4.1859927
20050921,1.3599468963506047,1.008718,7.167354226112366e-05,1.0,1.0062231,1.0112128,0.9955787,0.0,0.5,0.5,0.0,9.486567,1.0329354,4.167485
20050922,1.3478801280743735,0.9911332,6.183236837387085e-06,1.0,0.9748743,1.007392,1.00074,0.0,0.5,0.5,0.0,9.24821,1.0405709,4.1705694
20050925,1.302264726719493,0.9661987,4.101075232028961e-05,1.0,0.9250595,1.0073379,1.0125737,0.0,0.5,0.5,0.0,8.555144,1.0482064,4.223009
20050926,1.5939367659399415,1.2240794,0.00010644607245922089,1.0,1.0287185,1.4194404,0.9890433,0.0,0.5,0.5,0.0,8.800835,1.4878665,4.1767387
20050927,1.6144096128008132,1.0132432,0.00039899572730064394,1.0,1.01875,1.0077363,1.008124,0.0,0.5,0.5,0.0,8.96585,1.4993771,4.2106705
20050928,1.596390741129948,0.9895023,0.0006635870039463043,1.0,0.988139,0.990303,0.9956044,0.0,0.37,0.63,0.0,8.859506,1.4848377,4.192162
20050929,1.5953910754349223,1.0000263,0.0006525488942861557,1.0,1.003725,0.9963277,1.0022073,0.0,0.5,0.5,0.0,8.892508,1.4793849,4.2014155
20051002,1.6216217238937962,1.0164508,9.246394038200378e-06,1.0,1.0202066,1.012695,1.0,0.0,0.5,0.5,0.0,9.072195,1.4981656,4.2014155
20051003,1.6077162796448567,0.9939342,0.0025092375278472903,1.0,1.0105091,0.9939342,1.0044055,0.0,0.0,1.0,0.0,9.167536,1.489078,4.219925
20051004,1.5992135181918905,0.9947113,0.0,1.0,0.9907999,0.9947113,1.0065792,0.0,0.0,1.0,0.0,9.083194,1.4812027,4.2476883
20051005,1.589402173602449,0.9938649,0.0,1.0,0.9806217,0.9938649,1.0167031,0.0,0.0,1.0,0.0,8.907177,1.4721154,4.318638
20051006,1.5972508411810638,1.0049381,0.0,1.0,1.0090572,1.0049381,0.9985712,0.0,0.0,1.0,0.0,8.987851,1.4793849,4.3124676
20051009,1.6116410510434271,1.0090094,0.0,1.0,1.0053041,1.0090094,1.0064375,0.0,0.0,1.0,0.0,9.035523,1.4927132,4.340229
20051010,1.6306087374636729,1.0117692,0.0,1.0,1.0048699,1.0117692,1.0028429,0.0,0.0,1.0,0.0,9.079526,1.5102812,4.3525677
20051011,1.6171394756134208,0.99343973,0.0016999999433755875,1.0,0.99394196,0.993181,0.98511755,0.0,0.34,0.66,0.0,9.024522,1.4999826,4.287791
20051012,1.6024047405845765,0.99168754,0.0007991405576467514,1.0,0.98902893,0.99434614,0.99712193,0.0,0.5,0.5,0.0,8.925513,1.4915019,4.27545
20051013,1.5938801712533617,0.99468684,6.702244281768799e-06,1.0,0.9942479,0.9951257,1.0057721,0.0,0.5,0.5,0.0,8.874173,1.484232,4.3001285
20051016,1.5742202724035759,0.9876665,1.1030584573745728e-06,1.0,0.9855373,0.9897957,1.0028695,0.0,0.5,0.5,0.0,8.745829,1.4690864,4.3124676
20051017,1.5706090592811939,0.9977114,5.38945198059082e-06,1.0,0.9974844,0.99793845,0.9885554,0.0,0.5,0.5,0.0,8.723827,1.4660578,4.263113
20051018,1.5469486372861159,0.98503494,9.943105280399322e-05,1.0,0.97688115,0.9925615,0.99204004,0.0,0.48,0.52,0.0,8.522142,1.4551525,4.229179
20051019,1.5487904363281069,1.0013105,0.00011986643075942994,1.0,0.99096376,1.0116571,0.9985411,0.0,0.5,0.5,0.0,8.445134,1.4721154,4.223009
20051020,1.5385376067991756,0.99340594,2.5832802057266237e-05,1.0,0.99175006,0.9950618,1.0051134,0.0,0.5,0.5,0.0,8.375463,1.4648458,4.2446027
20051023,1.5790064009962659,1.0263076,4.167184233665467e-06,1.0,1.0315233,1.0210919,1.0072675,0.0,0.5,0.5,0.0,8.639485,1.4957422,4.27545
20051024,1.5925567542736634,1.0085943,1.270495355129242e-05,1.0,1.0127335,1.004455,0.9956711,0.0,0.5,0.5,0.0,8.7494955,1.5024058,4.2569423
20051025,1.58489031755878,0.99519634,1.0259896516799926e-05,1.0,0.99119866,0.999194,1.0007248,0.0,0.5,0.5,0.0,8.672488,1.5011948,4.260028
20051026,1.5769549640271179,0.99500316,1.004248857498169e-05,1.0,0.99323505,0.9967713,0.98913825,0.0,0.5,0.5,0.0,8.613819,1.4963479,4.2137566
20051027,1.554895687663571,0.9860159,4.4424086809158325e-06,1.0,0.9910599,0.980972,0.99707127,0.0,0.5,0.5,0.0,8.536811,1.4678754,4.2014155
20051030,1.5886704603592252,1.0217344,1.2788698077201843e-05,1.0,1.0244843,1.0189844,0.9772394,0.0,0.5,0.5,0.0,8.745829,1.4957422,4.1057887
20051031,1.5953094316496652,1.0041857,6.72854483127594e-06,1.0,1.0079665,1.000405,0.9827202,0.0,0.5,0.5,0.0,8.815502,1.4963479,4.0348415
20051101,1.5815008767176846,0.9913537,9.412616491317748e-06,1.0,0.9891847,0.9935227,0.9938835,0.0,0.5,0.5,0.0,8.72016,1.4866556,4.0101624
20051102,1.577645656809094,0.9975678,5.469843745231628e-06,1.0,1.0008409,0.9942946,0.9846152,0.0,0.5,0.5,0.0,8.727492,1.4781736,3.9484668
20051103,1.5784261829991846,1.000503,8.202865719795227e-06,1.0,1.0075632,0.9934427,0.9953128,0.0,0.5,0.5,0.0,8.7935,1.4684808,3.9299595
