#{"t_start": 1697831160.433219, "env_id": "None"}
r,l,t,rendimiento,porfolio,comision
-0.21156284,100,28.296746,0.8093184194236777,[0.         0.2521191  0.24576946 0.50211143],0.0016497134417295457
-0.20186183,100,28.296788,0.8172078188326368,[0.01003465 0.4412062  0.4387979  0.10996127],0.0015996474370360376
-0.20447451,100,47.694928,0.8150754841333435,[0.33273855 0.16900258 0.24868415 0.24957472],0.0002570853844285011
-0.10035427,100,47.695049,0.904516915467679,[0.37264532 0.09076277 0.35724792 0.17934397],0.0027499999254941942
0.08345026,100,47.695123,1.0870311388400955,[0.6 0.  0.4 0. ],0.0026772467792034148
-0.31085297,100,47.695174,0.7328215425311382,[0.37 0.09 0.27 0.27],0.0020348406016826633
-0.20856003,100,47.695221,0.8117522416614311,[0.5082694  0.3707072  0.         0.12102336],0.003009452992677689
0.13521461,100,47.695266,1.144782424815622,[0.01005106 0.4975551  0.12159199 0.37080187],0.0014499999716877938
-0.17685051,100,47.695309,0.8379050508858584,[0.45070347 0.22307903 0.         0.3262175 ],0.004000000022351742
-0.15930606,100,47.695349,0.8527353318454289,[0.31174377 0.1495401  0.311377   0.22733915],0.0018484948337078094
-0.30139068,100,50.425899,0.7397886558216921,[0.20074722 0.39799446 0.19926307 0.20199527],0.0015872331261634826
-0.19603443,100,50.426015,0.8219839452112182,[0.3047905  0.30007353 0.29462624 0.10050972],0.0021485525295138366
-0.16650265,100,50.426086,0.846620566950008,[0.16781202 0.         0.33228195 0.49990603],0.0008611645922064782
-0.17860939,100,50.426132,0.8364325399420761,[0.12937407 0.         0.49992132 0.37070462],0.001849999962747097
-0.1713453,100,50.426196,0.8425305923230302,[0.12893727 0.5012861  0.         0.36977667],0.002499999925494194
-0.24901709,100,50.426237,0.7795666531972364,[0.25067365 0.24855925 0.24991658 0.2508505 ],0.0013992428779602052
-0.18339865,100,50.426277,0.8324361856628664,[0.         0.57135856 0.13985628 0.28878516],0.0035499999999999998
-0.060460046,100,50.426321,0.9413313769382095,[0.09051289 0.25030723 0.33017597 0.3290039 ],0.0019000000596046446
-0.040964603,100,53.164089,0.9598631072608443,[0.12119218 0.         0.436056   0.44275182],0.002149999985098839
-0.15035437,100,53.164205,0.8604030234733065,[0.5069121 0.        0.4930879 0.       ],0.003973526619374752
-0.25669873,100,53.164302,0.7736012522859712,[0.1990813  0.20069264 0.         0.60022604],0.003
-0.22466965,100,53.164349,0.7987800468485606,[0.         0.         0.5956385  0.40436146],0.0025499999709427358
-0.27754006,100,53.164392,0.7576452621962868,[0.         0.56657135 0.14394484 0.28948382],0.0021500000745058065
-0.17244995,100,53.164437,0.8416003838286766,[0.08980506 0.32849932 0.33077005 0.25092557],0.0024518151760101322
-0.16583492,100,53.16448,0.847186075076516,[0.34 0.   0.44 0.22],0.001088139972835779
-0.04190769,100,53.164522,0.9589583020467489,[0.29997012 0.400301   0.         0.2997289 ],0.0026500000283122068
-0.24811843,100,55.895984,0.780267521555028,[0.28941962 0.5695853  0.14099504 0.        ],0.0030012647837400442
-0.018463207,100,55.8961,0.9817061842858426,[0.2782419  0.26987147 0.18084936 0.27103725],0.0027500000000000003
-0.07720699,100,55.896173,0.9256982129814596,[0.5733934  0.13912639 0.         0.2874802 ],0.002433517969399691
-0.001117779,100,55.896216,0.998882853869409,[0.3685271  0.36017483 0.27129805 0.        ],0.001799999925494194
-0.19059874,100,55.896258,0.826464153837332,[0.34036884 0.24985868 0.32972232 0.08005017],0.0010480361334979536
-0.08333497,100,55.89632,0.9200429213878428,[0.2809755  0.2920282  0.42699632 0.        ],0.0007064116701483727
-0.3342712,100,55.896359,0.7158595846465663,[0.2494272  0.25260803 0.32888705 0.16907774],0.0017117730155587199
-0.122479595,100,55.896399,0.8847239649381547,[0.25136805 0.24453767 0.25228253 0.25181177],0.000322708785533905
-0.24976537,100,58.632387,0.7789835633761459,[-0.01  0.17  0.67  0.17],0.0024672798350453377
-0.11142536,100,58.632515,0.8945581566435473,[0.6597021  0.17051134 0.         0.16978656],0.003300000037252903
-0.16889575,100,58.632589,0.8445969124649968,[0.10065069 0.26985982 0.36140513 0.26808438],0.0009121031925082207
-0.030775027,100,58.632633,0.9696937077281811,[0.         0.3948126  0.2003549  0.40483248],0.002
-0.1333482,100,58.632699,0.8751603413581648,[0.12831822 0.12053785 0.50185394 0.24928999],0.0007620570063591003
-0.087031364,100,58.632742,0.9166483465499597,[0.13761683 0.13963069 0.4325133  0.29023919],0.0030528320804238318
-0.1353865,100,58.632783,0.8733783015647586,[0.13153447 0.24972059 0.11878046 0.49996448],0.0025
-0.14013425,100,58.632823,0.8692415252481541,[0.28 0.   0.29 0.43],0.002511537230014801
-0.17885256,100,61.366957,0.8362291912851155,[0.5020307  0.         0.24773012 0.25023922],0.0028867696598172186
-0.12983723,100,61.367071,0.8782383644445639,[1. 0. 0. 0.],0.005
-0.089758106,100,61.367144,0.9141522690892214,[0.14919335 0.31375837 0.23137732 0.30567098],0.001499999977648258
-0.11840835,100,61.367191,0.8883331979431446,[0.10195354 0.3960341  0.20041153 0.3016008 ],0.0023500000014901163
0.028119646,100,61.367249,1.0285187474522752,[0.32736194 0.3301078  0.17145166 0.17107859],0.0025
-0.16323596,100,61.367294,0.8493907151267427,[0.13067082 0.11891527 0.25157267 0.49884123],0.0021000000461935996
-0.145346,100,61.367336,0.8647230409739768,[0.67 0.33 0.   0.  ],0.003767816834151745
-0.1785351,100,61.367377,0.8364946675055681,[0.12 0.   0.44 0.44],0.000599999925494194
-0.2117302,100,64.101704,0.8091829918691342,[0.20233043 0.2982804  0.09969339 0.3996958 ],0.002500000074505806
-0.1472234,100,64.101821,0.8631011192771307,[0.5 0.  0.5 0. ],0.002509025186300278
-0.12373054,100,64.101894,0.8836179134908926,[0.4263499  0.13913591 0.29100144 0.14351274],0.0007000000000000001
-0.32522923,100,64.101943,0.7223617252370389,[0.00985186 0.5022173  0.11793818 0.3699927 ],0.002499999962747097
-0.22934465,100,64.102005,0.7950544824027034,[0.5  0.17 0.   0.33],0.0005212964028120041
-0.06884134,100,64.102047,0.9334747709408668,[0.26 0.37 0.37 0.  ],0.0011487891018390655
-0.10731746,100,64.102087,0.8982404582826302,[0.2598563  0.37141636 0.12140163 0.2473257 ],0.0015925196558237075
-0.25358173,100,64.102128,0.7760162639582725,[0.01 0.44 0.33 0.22],0.002295230384171009
-0.3799485,100,66.842918,0.6838966419461896,[0.3 0.4 0.  0.3],0.0017495256960391998
-0.27274433,100,66.843045,0.7612874287811541,[0.         0.         0.33040515 0.6695949 ],0.0017103664487600329
-0.29357752,100,66.843105,0.7455913936566636,[0.20156781 0.29605526 0.29945377 0.2029232 ],0.0017999999597668648
-0.18347865,100,66.843154,0.8323696139566793,[0.13154136 0.24957696 0.11941445 0.49946722],0.002259043702483177
-0.21706879,100,66.8432,0.8048745862570339,[0.         0.2435298  0.25431937 0.50215083],0.00375
-0.10735872,100,66.843263,0.8982034522035008,[0.14177951 0.4324351  0.13679123 0.28899416],0.0029060788884758947
-0.20091449,100,66.843307,0.8179823999256833,[0.00997047 0.11686186 0.37376618 0.49940148],0.00202069049179554
-0.19638404,100,66.843347,0.8216965958194821,[0.11892651 0.10935848 0.431666   0.34004903],0.0020387214072048665
-0.22255379,100,69.573476,0.8004719858565797,[0.13783726 0.33240184 0.30839914 0.22136176],0.0027000000745058057
-0.07849136,100,69.573596,0.9245100603697158,[0.         0.         0.7973793  0.20262071],0.0018084002621471884
-0.22382528,100,69.57367,0.79945476429668,[0.         0.49815005 0.50184995 0.        ],0.0018931889114901423
-0.14739338,100,69.573714,0.8629544611869955,[0.30247095 0.30996084 0.07889757 0.30867064],0.0020500000223517417
-0.102380805,100,69.573756,0.9026857291612815,[0.13238224 0.         0.5030647  0.36455306],0.003357801096886397
-0.23276667,100,69.573821,0.7923384396609711,[0.23006818 0.         0.33148474 0.4384471 ],0.00198927965015173
-0.14532734,100,69.573864,0.8647391515407445,[0.         0.2522047  0.74779534 0.        ],0.0015497843734920025
-0.07775655,100,69.573906,0.9251896511294913,[0.57227284 0.13925852 0.28846863 0.        ],0.002500000037252903
-0.16743758,100,72.313336,0.8458294138885227,[0.33849907 0.08171146 0.24871999 0.3310695 ],0.001697375429421663
-0.19126712,100,72.313456,0.8259119624651279,[0.28431043 0.         0.42675927 0.2889303 ],0.0017500000461936
-0.24674608,100,72.313531,0.7813390540737071,[0.27574605 0.4314202  0.29283375 0.        ],0.0011484020218253137
-0.17432542,100,72.313579,0.8400234777159756,[0.14 0.57 0.29 0.  ],0.0035499999999999998
-0.071944185,100,72.313645,0.9305828469760314,[0.33016643 0.         0.         0.6698336 ],0.003536909334361553
-0.20924859,100,72.313689,0.8111935168768628,[0.33999068 0.24882875 0.08181772 0.32936284],0.0013409302294254304
-0.32090324,100,72.313728,0.7254934238637472,[0.51066566 0.3695914  0.         0.11974297],0.0022870779275894165
-0.15052177,100,72.313769,0.8602590270770462,[0.14 0.29 0.   0.57],0.0032974697120487684
-0.063688986,100,91.74663,0.9382967832914455,[0.0098355  0.21923216 0.44057453 0.33035782],0.002850000022351742
-0.083576195,100,91.74675,0.9198209958717227,[0.39993283 0.09984298 0.20027459 0.29994962],0.0018066447079181675
-0.064956814,100,91.746826,0.9371079426635007,[0.28 0.18 0.27 0.27],0.0008999999999999999
-0.13033797,100,91.746872,0.8777987435088604,[0. 0. 0. 1.],0.004397799503058195
-0.24142241,100,91.746935,0.7855097503666669,[0.25951794 0.08002717 0.32965064 0.33080426],0.0037
-0.098145485,100,91.746976,0.9065170124286559,[0.13845073 0.29164007 0.14031279 0.4295964 ],0.0014505253016948699
-0.24739422,100,91.747017,0.7808328160028127,[0.50057024 0.49942976 0.         0.        ],0.004186914360616356
-0.24363755,100,91.747055,0.7837716662046099,[0.         0.42363015 0.         0.5763699 ],0.0037529493495821954
-0.1955228,100,94.475116,0.8224046117885052,[0.4963837  0.25077888 0.25283745 0.        ],0.001549999974668026
-0.15990941,100,94.475232,0.8522210219793868,[0.49 0.17 0.17 0.17],0.0019495699077844617
-0.23898451,100,94.475325,0.7874270696711049,[0.51248366 0.11954656 0.11910282 0.24886698],0.0016788473457098009
-0.08218989,100,94.475375,0.9210970462909587,[0.3126829  0.14806321 0.22904016 0.3102137 ],0.0008000000149011612
-0.04550916,100,94.475417,0.95551085647952,[0.         0.20225774 0.3984677  0.39927456],0.002892430812120438
0.07219094,100,94.475458,1.0748605632664265,[0.3398084  0.24895687 0.3311632  0.08007155],0.001405252283811569
-0.2891347,100,94.475499,0.7489113139065816,[0.         0.         0.6682775  0.33172253],0.0026999999955296516
-0.21995305,100,94.475541,0.8025564968647939,[0.5655867  0.         0.14143276 0.29298058],0.0021913380205631256
-0.189245,100,97.218127,0.8275837302055727,[0.  0.5 0.5 0. ],0.0028383669257164004
-0.17044042,100,97.218248,0.8432933500508097,[0.2 0.  0.8 0. ],0.002911487851291895
-0.13600051,100,97.21833,0.872842180524659,[0.13012394 0.49990982 0.250828   0.11913825],0.0027498564828187227
-0.3547339,100,97.218376,0.7013600228067807,[0.16496867 0.25443777 0.33066925 0.24992432],0.0020999999254941943
-0.21013787,100,97.218418,0.8104724702875953,[0.13992922 0.29102507 0.139997   0.4290487 ],0.00215
-0.16572845,100,97.21846,0.847276283996606,[0.10043564 0.20013753 0.39698634 0.3024405 ],0.00102696443349123
-0.10079057,100,97.218522,0.9041223465082173,[0.34211785 0.24950427 0.08113527 0.3272426 ],0.0016499999999999998
-0.3177628,100,97.218563,0.727775396495289,[0.38291222 0.         0.36981204 0.24727573],0.0017808741703629494
-0.2621072,100,99.952654,0.7694285418441846,[0.142057   0.42934325 0.         0.42859975],0.0028499999999999997
-0.23582406,100,99.95277,0.7899196483726166,[0.26013306 0.24933355 0.3706448  0.11988861],0.0031000000745058055
-0.16998057,100,99.952843,0.8436812376217785,[0.42817006 0.1414848  0.14006138 0.29028377],0.0017000000350177286
-0.20739637,100,99.95289,0.8126974864575894,[0.28458515 0.36545238 0.2576805  0.09228197],0.003200000074505806
-0.08017181,100,99.952954,0.9229577555543055,[0.6605286  0.         0.17086801 0.16860338],0.0021497407734394074
-0.18841612,100,99.952995,0.8282699613377602,[0.11879537 0.10902007 0.44423783 0.32794672],0.0015412849068641662
-0.19484748,100,99.953036,0.82296012010934,[0.00996211 0.36637962 0.5019581  0.12170019],0.0021914816036820413
-0.29149446,100,99.953084,0.7471462087864645,[0.         0.24995607 0.7500439  0.        ],0.0033563873008824884
-0.12312117,100,102.697663,0.8841565121076804,[0.40521726 0.40133435 0.         0.1934484 ],0.000997722987085581
-0.33603358,100,102.697778,0.7145991129215709,[0.3731569  0.2672958  0.18118885 0.17835844],0.0017989100510254503
-0.1810534,100,102.69785,0.834390824502875,[0.4 0.  0.  0.6],0.005
-0.26441947,100,102.697896,0.7676514446169369,[0.3 0.  0.3 0.4],0.0029060851633548736
-0.37292334,100,102.697966,0.6887180367037276,[0.20313802 0.39351353 0.10176128 0.30158716],0.0035000000000000005
-0.1534617,100,102.69801,0.8577336122345696,[0.34128788 0.3279835  0.         0.33072862],0.00193985906932503
-0.21618363,100,102.698053,0.8055873900931154,[0.25817057 0.3699007  0.2523899  0.11953879],0.002503261747211218
0.14319086,100,102.698094,1.15394992222929,[0. 0. 0. 1.],0.003650000020861626
-0.34521887,100,105.431146,0.7080653807295285,[0.14794227 0.         0.1658781  0.68617964],0.00256803711950779
-0.22501072,100,105.431266,0.7985076471604674,[0.20129721 0.39908484 0.39961797 0.        ],0.0021470022164285186
-0.10003006,100,105.431345,0.9048102154575682,[0.43 0.   0.57 0.  ],0.002000000011175871
-0.23257513,100,105.431388,0.7924901892312552,[0.1  0.27 0.27 0.36],0.0006404842786490916
-0.20654361,100,105.43143,0.8133907819578575,[0.14332269 0.         0.5551607  0.30151662],0.0012718615680932998
-0.21966445,100,105.431493,0.8027881259147838,[0.23087662 0.10857102 0.43799147 0.2225609 ],0.0018038113161921502
-0.18096331,100,105.431533,0.8344659802030621,[0.6693077 0.        0.        0.3306923],0.0008610451593995096
-0.16228369,100,105.431573,0.850199934054911,[0.13887236 0.14226823 0.42581144 0.293048  ],0.0019637355268001555
-0.28281745,100,108.17485,0.7536573324827792,[0.25164843 0.24819891 0.25010708 0.2500456 ],0.0004068468138575554
-0.2783707,100,108.174965,0.7570160859092075,[0.33955184 0.         0.32845455 0.3319936 ],0.0012000000566244125
0.10466421,100,108.175034,1.1103377055626011,[0.4016398  0.4016398  0.19672042 0.        ],0.0028548279926180844
-0.2501127,100,108.175082,0.7787130253292648,[0.29 0.14 0.57 0.  ],0.00043492503017187115
-0.09637046,100,108.17514,0.9081275173037652,[0.00992903 0.12118048 0.5017974  0.36709312],0.0014939336612820626
-0.4204113,100,108.175183,0.6567766152426617,[0.3  0.31 0.08 0.31],0.0004638547331094742
-0.21011527,100,108.175222,0.8104907989714577,[0.40032178 0.40083274 0.         0.19884549],0.002
-0.25235197,100,108.175264,0.7769712218253815,[0.21183653 0.2939212  0.28646976 0.20777252],0.0014500000000000001
0.1022339,100,110.911948,1.1076424949121035,[0.2590628 0.3722709 0.        0.3686663],0.0012499999947845936
-0.21418469,100,110.912061,0.8071992594478492,[0.5709961  0.14024465 0.28875926 0.        ],0.0023950306728482244
0.00022695959,100,110.912134,1.0002269786818612,[0.10035271 0.299115   0.19934225 0.40119004],0.0016433883309364319
-0.20723571,100,110.912182,0.8128280176074757,[0.37 0.09 0.27 0.27],0.0011056698456406594
-0.14164382,100,110.912246,0.8679303636079736,[0.15 0.14 0.14 0.57],0.0024536073453724386
-0.15268648,100,110.912286,0.8583988256179502,[0.12954956 0.36849105 0.5019594  0.        ],0.0026386613532900813
-0.24979764,100,110.912324,0.778958424276762,[0.2031573  0.20163094 0.59521174 0.        ],0.0021568989902734756
-0.25895578,100,110.912363,0.7718571201170494,[0.20012161 0.         0.60092133 0.19895706],0.002149813987314701
-0.1779839,100,113.662797,0.8369558393900218,[0.         0.39766464 0.40351442 0.19882095],0.0029184213280677796
-0.12179022,100,113.662913,0.8853340371837499,[0.2503623  0.25114322 0.25122237 0.24727209],0.0006941922008991242
-0.35611963,100,113.662983,0.7003888845026033,[0.2894728  0.14350967 0.13858688 0.42843065],0.0012969944685697554
-0.16244058,100,113.66303,0.850066585083317,[0.3995237  0.09960352 0.40146637 0.09940643],0.0014999999627470972
-0.20959923,100,113.663075,0.8109091734088373,[0.33 0.67 0.   0.  ],0.0026452468618750574
-0.28305492,100,113.663152,0.7534784205496944,[0.4505777  0.         0.43965116 0.1097711 ],0.0027925183221697803
-0.14816704,100,113.663196,0.8622870584336513,[0.         0.         0.59999377 0.40000623],0.0031948672235012055
-0.3262258,100,113.663236,0.721642277231893,[0.33179572 0.3324865  0.         0.33571777],0.0004000000849366188
-0.20677802,100,116.401859,0.8132001303601794,[0.1423114 0.5649458 0.2927428 0.       ],0.001959843596816063
-0.14322712,100,116.402521,0.8665572286023251,[0.         0.         0.6686088  0.33139125],0.002009253567457199
-0.17557758,100,116.402682,0.8389722870230288,[0.6019615  0.19935262 0.19868585 0.        ],0.002150145836174488
-0.21755268,100,116.402738,0.8044852154754318,[0.12981428 0.2914135  0.28761473 0.29115748],0.0010421171128749847
-0.17576513,100,116.402786,0.838814967479477,[0.15917715 0.17068626 0.6701366  0.        ],0.0029908130884170538
-0.016475528,100,116.402832,0.9836594520128508,[0.29814744 0.19913304 0.09691388 0.40580565],0.0024897191524505618
-0.18472539,100,116.402877,0.8313325544374638,[0.29442728 0.13995057 0.         0.56562215],0.0007000000745058061
-0.1748099,100,116.402918,0.8396166595630297,[0.   0.   0.67 0.33],0.0032921356335282328
-0.096180215,100,135.825458,0.908300306779457,[0.21 0.21 0.29 0.29],0.0025584534883499144
-0.20619121,100,135.825574,0.813677489966084,[0.34060046 0.3302555  0.32914403 0.        ],0.0016500000372529028
-0.011159996,100,135.825648,0.9889020559481863,[0.         0.42861176 0.13924658 0.43214166],0.0018135658495128154
-0.1085403,100,135.825696,0.8971427413900801,[0.33961183 0.         0.21878667 0.44160149],0.0015051959827542306
-0.25129628,100,135.825742,0.7777918718026711,[0.3 0.2 0.4 0.1],0.001788956442847848
-0.13779068,100,135.825806,0.871281019018273,[0.4 0.2 0.2 0.2],0.0012471157014369964
-0.23919007,100,135.825844,0.787265232297041,[0.         0.75180966 0.         0.24819031],0.00125
-0.08645277,100,135.825886,0.9171788620081466,[0.33 0.67 0.   0.  ],0.0021149170026183127
-0.20919083,100,138.571119,0.8112404246072353,[0.50048816 0.         0.32572314 0.1737887 ],0.0018500000327825547
-0.28672788,100,138.571234,0.7507160194850592,[0.17038171 0.32982484 0.3318352  0.16795824],0.0004479793548583985
-0.10078811,100,138.571305,0.9041246032273241,[0.20144433 0.19817938 0.20015228 0.400224  ],0.0012000000029802323
-0.035179865,100,138.571352,0.9654317587507163,[0.34099045 0.24913841 0.08018272 0.3296884 ],0.0008560223229229451
-0.10991622,100,138.571418,0.8959091909475339,[0.20287657 0.39890763 0.2981713  0.10004448],0.0008965797796845442
-0.14038014,100,138.571463,0.8690278494901721,[0. 1. 0. 0.],0.005
-0.19617939,100,138.571502,0.8218647642667036,[0.1286142  0.         0.50041676 0.37096903],0.0020499999955296516
