#{"t_start": 1696272571.9534662, "env_id": "None"}
r,l,t,rendimiento,rentabilidadMedia,aciertos,errores,aciertosplus
0.19256231,500,50.362399,1.1940042928822319,0.09628116240589901,85.0,46.0,0.0
-0.25649682,500,52.437079,0.7352812479978116,-0.14646477010662884,62.0,66.0,1.0
0.06798917,500,56.463034,1.003261982726303,0.013070844271234061,74.0,46.0,1.0
0.7061957,500,58.530602,1.564038626669532,0.24417935272125701,58.0,47.0,5.0
0.21309908,500,62.482358,1.1761122529178576,0.09292877736428301,77.0,48.0,1.0
-0.12864517,500,64.575354,0.8624428925277784,-0.06432258749845454,63.0,53.0,0.0
0.24555829,500,68.500887,1.2266838863268736,0.10739147395737753,83.0,50.0,1.0
-0.08890617,500,70.585835,0.7700488355331451,-0.11274855315953752,73.0,65.0,4.0
-0.2651721,500,74.522761,0.68952563603348,-0.1719067537242448,79.0,66.0,2.0
0.118575454,500,76.583985,1.0775636456079363,0.04617655542318927,71.0,57.0,1.0
0.20778649,500,80.512603,1.2006396020275467,0.10389320110721323,80.0,60.0,0.0
0.07882591,500,82.582574,1.0668946936109223,0.0394129511929765,78.0,59.0,0.0
-0.04762153,500,86.610476,0.9126744602177234,-0.03983143497375524,71.0,73.0,1.0
-0.019866634,500,88.707717,0.7140048858618908,-0.13496992211198156,64.0,68.0,5.0
0.38510042,500,92.605867,1.1806648082192375,0.10742142393311377,75.0,61.0,3.0
-0.0013659736,500,94.657354,0.9463647566155541,-0.015374114126401328,76.0,61.0,1.0
0.71909827,500,98.610472,1.2664576742734355,0.16076025878084815,74.0,59.0,8.0
-0.029382287,500,100.647267,0.9224776644784166,-0.032907497547494,64.0,75.0,1.0
0.23921767,500,104.61599,1.0891532354958087,0.06594432758877117,81.0,53.0,3.0
-0.025399297,500,106.705971,0.963663174896112,-0.012699655817467181,76.0,45.0,0.0
0.4852727,500,110.712557,1.155106061874738,0.10479032760078605,70.0,59.0,5.0
0.22171746,500,112.826261,1.2288775916885566,0.11085871265817576,82.0,49.0,0.0
0.095369,500,116.78941,1.094023651316219,0.04768448929475716,76.0,54.0,0.0
0.051039457,500,118.866156,0.9897355119014071,0.004114544407853971,76.0,51.0,1.0
-0.015006263,500,122.801969,0.8666844409350709,-0.05636456232198578,78.0,58.0,3.0
0.25879034,500,124.858462,1.2473895327144209,0.1158541518833261,89.0,49.0,1.0
0.082229614,500,128.771159,1.0369421347466372,0.02724470809928503,95.0,51.0,1.0
-0.03583559,500,130.820956,0.8634728177121317,-0.05979857675022132,76.0,63.0,3.0
-0.104027666,500,134.736086,0.7531670781237149,-0.1208087800921348,92.0,65.0,4.0
0.27629465,500,136.773697,1.1156880952174262,0.06993396528243201,79.0,66.0,4.0
-0.23683836,500,140.682734,0.7737435017641114,-0.11841917673633906,75.0,67.0,0.0
