#{"t_start": 1696478666.474094, "env_id": "None"}
r,l,t,rendimiento,rentabilidadMedia,aciertos,errores,aciertosplus
-0.0069837496,100,3.188312,0.9915472240224391,-0.00349187475792762,11.0,14.0,0.0
-0.04660144,100,3.188351,0.9534902098656094,-0.023300720846166974,11.0,14.0,0.0
-0.10161489,100,3.188375,0.90041176278053,-0.050807446238240066,11.0,11.0,0.0
0.068532676,100,3.188382,1.0684147283943362,0.03426634075011327,11.0,15.0,0.0
-0.12271599,100,3.188388,0.8809115724981971,-0.061357994982853964,9.0,15.0,0.0
-0.031267382,100,3.188394,0.9402161908220216,-0.029274817605457283,5.0,21.0,1.0
-0.14005247,100,3.1884,0.8668527307394802,-0.07002622576247061,6.0,20.0,0.0
0.073064454,100,3.188406,1.0416505680958426,0.02264210735874943,15.0,10.0,1.0
0.06406555,100,5.578718,1.0634125748866183,0.032032782295544994,16.0,11.0,0.0
0.018093824,100,5.578757,1.0153157133308777,0.009046912278021306,11.0,15.0,0.0
-0.035299554,100,5.578766,0.9272599346813759,-0.031773548490557656,11.0,18.0,1.0
0.0064112265,100,5.578784,1.003082531847351,0.00320561009837835,14.0,14.0,0.0
-0.09100307,100,5.578791,0.901467785771187,-0.04550153167135959,14.0,13.0,0.0
-0.076762915,100,5.578797,0.9247142368946395,-0.03838145604886324,5.0,18.0,0.0
0.0132694915,100,5.578803,0.9784365013123977,-0.008114629415046325,8.0,15.0,1.0
-0.11146377,100,5.578809,0.885501619787033,-0.05573188805193778,10.0,16.0,0.0
0.14550276,100,7.982471,1.0544900872600684,0.03164442677315338,9.0,17.0,2.0
-0.05728914,100,7.982508,0.9388383855460762,-0.028644566649376743,10.0,14.0,0.0
-0.07637342,100,7.982518,0.9247661677840548,-0.038186709972015474,9.0,14.0,0.0
-0.00039052963,100,7.982534,0.9978713859122283,-0.00019526513193175894,11.0,14.0,0.0
-0.13373303,100,7.98254,0.8709137030173699,-0.06686651278233048,7.0,12.0,0.0
0.05341051,100,7.982546,1.0525666358839958,0.026705256252013497,13.0,15.0,0.0
-0.022346254,100,7.982552,0.9759107181294939,-0.011173127081282203,12.0,17.0,0.0
-0.020522334,100,7.982557,0.9719570997980301,-0.010261172122879024,12.0,16.0,0.0
-0.09088336,100,10.371662,0.9111652850454665,-0.045441680989001365,10.0,18.0,0.0
-0.055981956,100,10.371699,0.9431733012348812,-0.027990976143610437,10.0,14.0,0.0
-0.08210853,100,10.371709,0.8894196862654149,-0.054323413275142174,9.0,15.0,1.0
-0.06227511,100,10.371725,0.9385400501350192,-0.03113755246200014,8.0,15.0,0.0
-0.014594326,100,10.371731,0.9306835204662497,-0.030210003459900214,8.0,18.0,1.0
-0.14426117,100,10.371737,0.7548014015372985,-0.12354382892003532,10.0,17.0,2.0
-0.063968316,100,10.371742,0.9361550239400097,-0.03198415750128057,9.0,19.0,0.0
0.02342022,100,10.371747,1.0216172608263248,0.01171010692840592,13.0,13.0,0.0
0.01413724,100,12.770515,1.0113567661362093,0.007068618639841672,11.0,11.0,0.0
-0.0009043254,100,12.770552,0.9965607945356126,-0.00045216331828121063,13.0,11.0,0.0
0.1226199,100,12.770563,1.0859295887731217,0.04346304906510318,12.0,12.0,1.0
-0.17314874,100,12.770579,0.8386318029350383,-0.08657436623310198,5.0,17.0,0.0
-0.07272068,100,12.770585,0.9260616984811426,-0.03636033918581383,8.0,17.0,0.0
-0.1887557,100,12.770591,0.8222419645412331,-0.09437784949965633,6.0,14.0,0.0
0.02728977,100,12.770596,1.026245693528861,0.013644883306028557,14.0,14.0,0.0
0.18528739,100,12.770601,1.0641184263701087,0.03985994221522389,10.0,10.0,2.0
-0.07782593,100,15.183384,0.8907600060641896,-0.053853419993323076,9.0,18.0,1.0
-0.29411682,100,15.183423,0.7411630000965306,-0.14705841116203955,4.0,24.0,0.0
-0.22818424,100,15.183433,0.7865580545069535,-0.1140921224904754,7.0,19.0,0.0
-0.08672217,100,15.183439,0.9117724947848848,-0.04336108078345494,8.0,18.0,0.0
-0.033439208,100,15.183447,0.9661070991534888,-0.01671960297564718,8.0,15.0,0.0
0.011526346,100,15.183453,0.902858121597127,-0.03811773949060357,10.0,14.0,1.0
0.04381019,100,15.183471,1.039015773010903,0.021905091900849646,12.0,11.0,0.0
-0.038901094,100,15.183476,0.9605028820199081,-0.019450546194050216,7.0,13.0,0.0
-0.028949767,100,17.591784,0.9687267581804814,-0.01447488706122007,9.0,11.0,0.0
-0.2697986,100,17.591817,0.7595301060722859,-0.13489930258006447,4.0,22.0,0.0
-0.08395014,100,17.591846,0.9160864450526462,-0.04197507302917136,11.0,19.0,0.0
-0.14695898,100,17.591853,0.8591615305286121,-0.07347949627460873,9.0,18.0,0.0
