#{"t_start": 1696269351.9778771, "env_id": "None"}
r,l,t,rendimiento,rentabilidadMedia,aciertos,errores,aciertosplus
-155.54181,500,28.709302,1.4025725346955533,0.1801524469982348,52.0,24.0,3.0
-173.0216,500,30.614231,0.9666373210688636,-0.010797272855779305,48.0,35.0,0.0
-172.10771,500,33.416547,0.8160562957050229,-0.08664439690210363,44.0,43.0,2.0
-168.58458,500,35.326287,1.2304970684225685,0.12498354065817241,44.0,30.0,4.0
-159.64882,500,37.891371,1.3619231309945194,0.16001072311631986,47.0,31.0,1.0
-172.07896,500,39.805428,0.8032846610799371,-0.08687375201829228,38.0,40.0,3.0
-142.19789,500,42.372117,0.6822167458491206,-0.17441345426411964,29.0,46.0,3.0
-130.12926,500,44.282852,0.8117299078656053,-0.09689096353913712,30.0,42.0,2.0
-136.03569,500,46.877283,0.9527932674055636,-0.017834536454849503,40.0,45.0,0.0
-134.8678,500,48.781657,1.0210114135414974,0.020399179421341063,39.0,29.0,3.0
-149.91032,500,51.354877,0.9797635897616159,0.009945461127606525,42.0,27.0,2.0
-127.75112,500,53.262831,1.231435518175333,0.10995111771370669,51.0,29.0,1.0
-129.81696,500,55.86461,1.0264751786960238,0.02384067140709939,29.0,28.0,4.0
-124.42365,500,57.779181,0.5791414061392905,-0.2549057105837788,24.0,30.0,3.0
-122.44943,500,60.363046,1.5269799698592161,0.22009807006631493,35.0,20.0,3.0
-116.07436,500,62.283903,0.9199849576483313,-0.03717736068523214,30.0,27.0,0.0
-124.4934,500,64.901274,1.3860433492712507,0.17211936419439722,30.0,21.0,5.0
-103.99887,500,66.843032,0.9180972445912398,-0.03228065635546029,28.0,24.0,2.0
-98.83581,500,69.404934,0.9542510079555979,-0.008213249556661972,21.0,22.0,5.0
-96.12674,500,71.294941,0.8718467457235426,-0.06337064732741715,24.0,28.0,0.0
-98.99759,500,73.851007,0.9946774166110204,0.0012040366568354388,26.0,23.0,0.0
-89.82045,500,75.742401,1.1349413521544256,0.07085644071067015,23.0,21.0,1.0
-76.76826,500,78.313044,1.0393402988927771,0.03651416042889283,26.0,17.0,3.0
-76.70113,500,80.257031,1.3373054087175313,0.14943397948157194,25.0,18.0,0.0
-78.58691,500,82.844056,1.2422821327026847,0.12580109057019745,25.0,22.0,4.0
-78.83127,500,84.845142,1.091585708325606,0.061373254644729036,27.0,12.0,1.0
-62.543682,500,87.474621,0.5661543057995014,-0.27184047897880526,13.0,24.0,0.0
-63.868942,500,89.421168,1.017914868459381,0.017051387084340175,15.0,16.0,2.0
-73.48717,500,91.993887,0.46350568502023015,-0.33097317842123297,12.0,23.0,4.0
-67.813515,500,93.927523,1.0373966847214233,0.028066932117861265,17.0,14.0,4.0
-64.062355,500,96.530836,0.7782268626748996,-0.0979555810373065,15.0,14.0,2.0
-42.851673,500,98.390962,0.9891633394250314,0.010743119240262111,16.0,18.0,2.0
-55.10433,500,100.929908,0.8952229668316802,-0.05216305745021138,14.0,16.0,0.0
-48.00697,500,102.783422,0.8420340404417298,-0.06801352279636469,13.0,16.0,3.0
-48.953148,500,105.309012,1.042468838620146,0.023428863384248766,15.0,13.0,0.0
-44.986507,500,107.250527,1.011032337499338,0.006746136182203544,10.0,10.0,0.0
-44.156242,500,109.794891,1.6335638617020738,0.2703427425542354,18.0,12.0,5.0
-58.77363,500,111.700779,1.1151156115407377,0.062019094593233404,9.0,8.0,2.0
-59.851776,500,114.304438,1.1117646692343481,0.055721200204543186,10.0,7.0,1.0
-46.937344,500,116.155454,1.0575894562225285,0.0313299237654216,12.0,7.0,0.0
-50.958847,500,118.679454,1.0004577853851457,0.007099223096691032,13.0,11.0,1.0
-38.01965,500,120.572118,0.9757936345070197,-0.009825416832495493,6.0,8.0,0.0
-40.489285,500,122.400075,0.5908024370638277,-0.24463909738529693,8.0,12.0,0.0
-42.65864,500,124.931287,1.2188069443892278,0.10904276269894658,10.0,13.0,2.0
-36.93348,500,126.783039,0.9629965754513709,-0.002932087422619134,10.0,7.0,1.0
