#{"t_start": 1697827651.0065866, "env_id": "None"}
r,l,t,rendimiento,porfolio,comision
-0.1806138,100,1506.454267,0.8347576489989741,[0.1 0.2 0.2 0.2 0.1 0.2],0.001045448364689946
-0.1374818,100,1506.454312,0.871550166252926,[0.25961897 0.05996517 0.2500784  0.2491799  0.05942945 0.12172809],0.0013101957470178602
-0.29519582,100,1506.454358,0.7443858538031701,[0.27607545 0.1869891  0.         0.26899102 0.17955616 0.08838828],0.0011999999530613425
-0.099244475,100,1506.454402,0.9055212732198015,[0.24970454 0.19294485 0.05996082 0.         0.24792515 0.24946465],0.00039926155731081966
-0.17965569,100,1509.4056,0.8355578459769156,[0.150526   0.30913058 0.         0.07958513 0.15037198 0.3103863 ],0.001950256107747555
-0.4653569,100,1509.40572,0.6279110002376744,[0.07 0.29 0.14 0.29 0.14 0.07],0.0025086149230599403
-0.15142667,100,1509.405794,0.8594809012428123,[0.40214947 0.40077612 0.09610372 0.         0.         0.10097071],0.0016280817240476608
-0.21977359,100,1509.405847,0.8027005463438901,[0.6643303  0.         0.33566967 0.         0.         0.        ],0.0028951392136514187
-0.22959784,100,1509.405907,0.7948531839729611,[0.2499638  0.         0.2500303  0.1900942  0.06017214 0.24973953],0.0008470050059258938
-0.22209466,100,1509.405953,0.8008395724338537,[0.06043617 0.         0.26964295 0.1999755  0.19862647 0.2713189 ],0.0010383805339224637
-0.111480825,100,1509.405997,0.8945085322222248,[0.2996958  0.14044078 0.20957781 0.1407775  0.13932636 0.07018176],0.0016559245295822622
-0.19812469,100,1509.406042,0.820267565110505,[0.13207276 0.252901   0.36377364 0.2512526  0.         0.        ],0.0006000000186264515
-0.31315717,100,1512.372563,0.7311350333281291,[0.51138157 0.363159   0.12545942 0.         0.         0.        ],0.0025755875237286094
-0.1878112,100,1512.372684,0.8287711912587791,[0.37062067 0.08920915 0.         0.17956631 0.36060387 0.        ],0.0027003561496734617
-0.2018977,100,1512.372761,0.8171785269276107,[0.   0.23 0.31 0.08 0.23 0.15],0.0018999999813735485
0.04446921,100,1512.372832,1.0454727931006274,[0.2984801  0.         0.16997549 0.30704486 0.22449957 0.        ],0.0025047186203300954
-0.24534635,100,1512.372881,0.7824335066542695,[0.24854228 0.17258804 0.24961172 0.07961238 0.08032653 0.16931906],0.001200000038743019
-0.15050335,100,1512.372931,0.8602748403777918,[0.21214253 0.21954831 0.16953105 0.05966152 0.16926564 0.16985096],0.003000000037252903
-0.0872033,100,1512.372978,0.9164908030192008,[0.08 0.15 0.   0.23 0.31 0.23],0.0021499999821186066
-0.1949012,100,1512.373041,0.822915948646766,[0.22403663 0.1105971  0.3285417  0.22494704 0.         0.11187752],0.0024999999567866327
-0.061526623,100,1515.331479,0.9403279231986705,[0.   0.19 0.25 0.19 0.12 0.25],0.0009504452094435692
-0.089988254,100,1515.33161,0.9139419128213682,[0.26111445 0.07014443 0.         0.26890144 0.1286824  0.2711573 ],0.0015212454475462432
-0.16882223,100,1515.331703,0.8446590597763748,[0.3878955  0.1188334  0.         0.11935246 0.37391865 0.        ],0.001794203631579876
-0.17158672,100,1515.331756,0.8423272292916748,[0.14155836 0.         0.28518355 0.14081307 0.29137963 0.1410654 ],0.0017017331033945086
-0.06591291,100,1515.331819,0.9362123785550729,[0.09964778 0.20141023 0.39971027 0.0994036  0.         0.1998281 ],0.0012946878857910632
-0.0656657,100,1515.331864,0.9364438483045527,[0.21981958 0.17985238 0.12089293 0.12016484 0.23815472 0.12111557],0.0012023685362190007
-0.24258438,100,1515.331909,0.7845975127798867,[0.11577969 0.43887633 0.         0.         0.         0.445344  ],0.0024963482283055782
-0.2948599,100,1515.331952,0.7446359199581452,[0.1288101  0.25080723 0.24540637 0.12270647 0.         0.25226983],0.001311325090378523
-0.24831116,100,1518.300453,0.7801171655268482,[0.40108153 0.3995255  0.         0.19939297 0.         0.        ],0.0022893456369638444
-0.1264274,100,1518.300579,0.8812381958865397,[0.15076062 0.13945198 0.2933429  0.2112618  0.         0.20518273],0.0010381623700261113
-0.06053873,100,1518.300662,0.9412573103345465,[0.39814204 0.30488756 0.         0.         0.29697037 0.        ],0.0023096848092973234
-0.14059173,100,1518.300709,0.8688439901686962,[0.30014262 0.23051648 0.07910194 0.07991317 0.23016289 0.08016291],0.0026476023450493808
-0.17114136,100,1518.300755,0.8427024552313197,[0.08085951 0.14932573 0.22899725 0.1509417  0.07987589 0.3099999 ],0.0010499999977648259
-0.08670664,100,1518.300826,0.9169460316539064,[0.39 0.12 0.   0.37 0.   0.12],0.003350000008940697
