#{"t_start": 1697836637.9087481, "env_id": "None"}
r,l,t,rendimiento,porfolio,comision
-0.2626734,100,7.610615,0.7689930071671657,[0. 1. 0.],0.005000000037252903
0.03420389,100,7.610652,1.0347955505643838,[0.6698036  0.         0.33019635],0.0016499999999999998
-0.24136251,100,8.445237,0.7855568129800085,[0.30263522 0.2975564  0.39980835],0.0023461199402809146
-0.22822474,100,8.445364,0.7959453530382281,[0.45347175 0.3266307  0.21989754],0.0010999999999999998
-0.14791656,100,8.445429,0.8625031084845975,[0.33783168 0.44015995 0.22200839],0.0019066093057394028
-0.06917744,100,8.445476,0.9331610978833803,[0.3293186  0.         0.67068136],0.002749576559662819
-0.21081309,100,8.445518,0.8099254590125788,[0.44784835 0.22299483 0.32915682],0.002370579196512699
-0.13012432,100,8.445582,0.8779862662060084,[0.13278936 0.3646418  0.50256884],0.0016047407262027263
-0.23238087,100,8.445621,0.792644140800623,[0.672383   0.32761702 0.        ],0.003350000074505806
-0.20616025,100,8.44566,0.8137026624582081,[0.5715879 0.        0.4284121],0.00034100655317306506
-0.31488436,100,13.598032,0.7298732576672496,[0.6039756  0.39602438 0.        ],0.003997382521629333
-0.1960447,100,13.598133,0.821975441241146,[0.49784857 0.         0.5021514 ],0.0025
-0.06903131,100,13.598198,0.9332974639456406,[0.         0.50720793 0.4927921 ],0.0022850051894783975
-0.20409472,100,13.598239,0.815385131870805,[0.399951  0.3007199 0.2993291],0.001999999925494194
-0.19937755,100,13.598279,0.8192405624602364,[0.2925253  0.5668939  0.14058085],0.0028499999999999992
-0.12640788,100,13.598345,0.8812553581429206,[0.         0.59892386 0.40107617],0.00229901085793972
-0.22240183,100,13.598387,0.8005936268977822,[0.40222093 0.59777904 0.        ],0.0005215753912925719
-0.37791744,100,13.598426,0.6852869704417492,[0.4324501  0.14054264 0.42700726],0.0007073202341794969
-0.23565559,100,14.440026,0.7900527509661462,[0.         0.42891258 0.5710874 ],0.0028499999254941945
-0.16088848,100,14.440143,0.851387021734798,[0.2451854  0.49524775 0.25956684],0.0025
-0.31549504,100,14.440203,0.729427629232062,[0.56994987 0.43005016 0.        ],0.00014938566982746135
-0.37931326,100,14.440245,0.6843311957897648,[0.        0.2487652 0.7512348],0.0015827713534235955
-0.09675981,100,14.440285,0.9077740012115606,[0.33178064 0.50006336 0.16815598],0.00415
0.051637627,100,14.440325,1.0529941059078045,[0.3287134  0.17059161 0.500695  ],0.0002849890291690826
-0.08200363,100,14.440382,0.921268603080525,[0.56866163 0.43133834 0.        ],7.887572050095659e-07
-0.351077,100,14.440421,0.7039295400862876,[0.         0.49092355 0.5090765 ],0.0028769474476575854
-0.11255607,100,15.274938,0.8935472487797345,[0.5056375  0.32745424 0.16690822],0.00085
-0.22641343,100,15.275052,0.7973883013110808,[0.38072747 0.24992746 0.36934507],0.00185
-0.2557529,100,15.275125,0.7743332939153901,[0.25048545 0.         0.7495145 ],0.0021137744188308716
-0.17123179,100,15.27518,0.8426262160925578,[0.2013328 0.3987904 0.3998768],0.0013955237977206708
-0.050707355,100,15.275241,0.9505568088831216,[0.2930728  0.5680169  0.13891034],0.002642804610729218
-0.16931471,100,15.275281,0.844243169565665,[0.4034186 0.        0.5965814],0.001510550558567047
-0.09160166,100,15.275319,0.912468551317996,[0.32719865 0.16777015 0.5050312 ],0.002499999925494194
0.0153920725,100,15.275357,1.0155111514824622,[0.26234528 0.36813107 0.36952364],0.0011538507178425789
-0.14362603,100,16.107291,0.8662116103525616,[0.5001629 0.        0.4998371],0.0017999904602766037
-0.2715587,100,16.107404,0.7621905142168262,[0.17077084 0.32459953 0.5046297 ],1.4298102259635917e-05
-0.18749586,100,16.107485,0.8290325589301479,[0.13013546 0.5018657  0.36799887],0.00185
-0.16521916,100,16.107539,0.8477079242452805,[0.24938709 0.49468845 0.25592446],0.00125
-0.12843642,100,16.107605,0.8794694655138235,[0.         0.595396   0.40460405],0.0017403209507465362
-0.19739102,100,16.107646,0.820869637326977,[1. 0. 0.],0.004138346761465073
-0.28795266,100,16.107684,0.7497970982977618,[0.39735568 0.20300822 0.3996361 ],0.0004598832726478576
-0.092882015,100,16.107723,0.911300998566635,[0.         0.50405955 0.49594042],0.0016486681997776031
-0.29985014,100,16.942703,0.7409293198298901,[0.4921864  0.25834534 0.24946827],0.0025
-0.09330766,100,16.942834,0.9109131983388706,[0.4470306  0.22003096 0.33293843],0.0016499999999999998
-0.033615433,100,16.9429,0.9669432968906627,[0.37987477 0.36885262 0.25127262],0.000499061518907547
-0.24484938,100,16.94295,0.7828223896235506,[0.24781704 0.         0.75218296],0.002910247929394245
-0.086346656,100,16.943015,0.9172761598193633,[0.         0.33118108 0.6688189 ],0.002490160083770752
-0.0013680432,100,16.943055,0.9986328861924098,[0.74587274 0.         0.25412726],0.0028511961549520493
-0.12833509,100,16.943094,0.8795585974201279,[0.12930872 0.37107915 0.49961212],0.00435
-0.17580798,100,16.943131,0.8387790167071408,[0.130867   0.49930707 0.36982593],0.00185
0.13771525,100,17.780506,1.147648664974892,[0. 0. 1.],0.0041509481146931645
-0.08890533,100,17.780619,0.9149321808734076,[0.2533825  0.5013809  0.24523658],0.0012712601572275161
-0.07175298,100,17.780693,0.9307608003550856,[0. 0. 1.],0.0037420572713017463
-0.28146994,100,17.780734,0.7546736535779306,[0. 1. 0.],0.00336654044687748
-0.29169744,100,17.780781,0.7469945121704762,[0.2315466 0.3281353 0.4403181],0.0009588943541049957
-0.23929659,100,17.78082,0.787181365764002,[0.32873628 0.         0.6712637 ],0.0013511587962508204
-0.09952411,100,17.780859,0.9052681525305623,[0.39539412 0.2031995  0.40140638],0.0012967916652560235
-0.23880288,100,17.780897,0.7875700643044368,[0.603627   0.         0.39637297],0.002398536067456007
-0.19044028,100,18.625687,0.8265951353285353,[0.3775812  0.5007485  0.12167031],0.001892843121290207
-0.15126692,100,18.6258,0.8596182483225265,[0.         0.32965395 0.6703461 ],0.0027459533050656314
-0.2214644,100,18.625874,0.8013444686170318,[1. 0. 0.],0.003978945016860962
-0.28284225,100,18.625926,0.7536386324936096,[0.4482455  0.33050314 0.2212514 ],0.0022499999254941942
-0.24229851,100,18.625997,0.784821895533489,[0.7981384 0.        0.2018616],0.0027388800084590915
-0.117429286,100,18.626035,0.8892033804198962,[0. 1. 0.],0.004452148489654064
-0.2732193,100,18.626074,0.7609258867642261,[0.2274726  0.44334608 0.3291813 ],0.0033499999999999997
-0.14099896,100,18.626112,0.8684902263998503,[0.49752635 0.50247365 0.        ],0.0019832144677639006
-0.19892359,100,19.471768,0.8196125161824873,[0.         0.33068848 0.6693115 ],0.0015155292212963108
-0.22757754,100,19.471869,0.7964606615981968,[0.14001392 0.42955714 0.43042895],0.0007417837917804718
0.024896722,100,19.471933,1.0252092293878008,[0.24847531 0.24952999 0.5019947 ],0.001242670640349388
-0.084461495,100,19.471974,0.9190070543295543,[0.20143224 0.         0.7985678 ],0.00200929069519043
-0.14157237,100,19.472013,0.8679923629348432,[0.74722785 0.25277218 0.        ],0.0023477317392826083
-0.16938293,100,19.472053,0.8441855357619187,[0.22706333 0.4426804  0.33025628],0.0013540964484214785
-0.16237506,100,19.472111,0.8501222953466823,[0.         0.32848412 0.6715159 ],0.001491666203737259
-0.33971635,100,19.472148,0.7119722735304342,[0.3837127  0.24980156 0.36648574],0.0031
-0.070564196,100,20.314004,0.931867921864449,[0.33166853 0.497065   0.17126647],0.002499999925494194
-0.19378208,100,20.314119,0.8238374381628599,[0.24733628 0.75266373 0.        ],0.0028969185426831246
-0.22086613,100,20.314198,0.8018240633122707,[0.         0.49745995 0.50254005],0.0025
-0.020024303,100,20.314245,0.9801748551928853,[0.25120562 0.         0.7487944 ],0.0008967266231775284
-0.17311189,100,20.314286,0.8410434976036567,[0.4992955  0.32888836 0.17181613],0.002499999925494194
-0.18997966,100,20.314338,0.8269759147099135,[0.7510964  0.         0.24890356],0.0012454461306333543
-0.32793254,100,20.314378,0.7204116268807218,[0.7462611 0.        0.2537389],0.0012186169624328613
-0.22171137,100,20.314416,0.8011465062299152,[0.40029582 0.29777262 0.30193156],0.0019986314997076987
-0.29398936,100,21.155129,0.7452843934526793,[0.         0.6716259  0.32837406],0.0020066363364458083
-0.11810621,100,21.155244,0.8886016696343437,[0. 1. 0.],0.005
-0.025913663,100,21.155319,0.974419186880991,[0.40098062 0.39906484 0.19995452],0.0005589770823717118
-0.18204035,100,21.155373,0.8335676879783657,[0.        0.5038636 0.4961364],0.0025
-0.014217423,100,21.155445,0.9858831808165038,[0.37281048 0.37793678 0.24925275],0.0019
-0.22799377,100,21.155483,0.796129206948391,[0.         0.5004091  0.49959084],0.0010039515793323517
-0.23942915,100,21.155521,0.7870770288711592,[0.17221773 0.33614057 0.4916417 ],0.0006545501947402954
-0.21858965,100,21.155558,0.8036514431956056,[0.49168208 0.         0.50831795],0.0015166357159614563
-0.14506683,100,26.341598,0.86496452963141,[0.30611196 0.30134088 0.3925472 ],0.0018623650297522546
-0.1880378,100,26.341719,0.8285834064869838,[0.         0.24976988 0.75023013],0.0021072275191545485
-0.23205917,100,26.341797,0.7928992324181384,[0.7971853  0.20281471 0.        ],0.003999999925494194
-0.30660692,100,26.341848,0.7359398698596697,[0.28426996 0.35216478 0.36356527],0.0018
-0.11096327,100,26.341913,0.8949716099436336,[0.16734923 0.49822307 0.33442768],0.0021019228085875515
-0.21573251,100,26.341952,0.8059509003589088,[0.32950294 0.5003831  0.17011398],0.0015036443248391152
-0.36356553,100,26.341989,0.6951930891014112,[0.49815693 0.         0.5018431 ],0.0030783095955848696
-0.09270875,100,26.342027,0.9114589114470598,[0.50583076 0.24708141 0.24708782],0.001250000074505806
0.025156476,100,27.17971,1.02547560844664,[0.27578905 0.4333861  0.29082486],0.0015955551169812682
-0.24445644,100,27.179827,0.7831301815704047,[0.16798848 0.5005253  0.33148623],0.002014430248737335
-0.2749856,100,27.179914,0.7595830357624009,[0.34654543 0.31880304 0.33465153],0.0010501532346010208
-0.12830393,100,27.179972,0.8795860081647436,[0. 0. 1.],0.0025131554901599885
-0.12473876,100,27.180046,0.8827274593400425,[0.2022367  0.39451876 0.40324453],0.002
-0.04745091,100,27.180085,0.9536572628144853,[0.5071957  0.12086464 0.37193966],0.0007652235269546509
-0.18684629,100,27.180123,0.8295712654689483,[0.3276511 0.5032884 0.1690605],0.0009531550943851472
-0.20534202,100,27.180162,0.8143687256915572,[0.38018915 0.36823756 0.2515733 ],0.001250000074505806
-0.12882276,100,28.015419,0.8791297808012174,[0.49904025 0.         0.50095975],0.0016469763219356538
-0.10288425,100,28.015533,0.9022314171056897,[0.44949841 0.437542   0.11295958],0.0022
-0.15987983,100,28.015613,0.852246180142259,[0.50141656 0.3281018  0.17048162],0.0005619646891951561
-0.13396913,100,28.015666,0.8746170591919158,[0.23310079 0.31955343 0.44734576],0.00385
-0.18128845,100,28.015709,0.8341946940648347,[0.33170876 0.16628799 0.50200325],0.0004087704509496689
-0.17292139,100,28.015767,0.8412037534615034,[0.4988748  0.50112516 0.        ],0.0014988210052251816
-0.27991408,100,28.015805,0.7558486656344192,[0.33291864 0.66708136 0.        ],0.0008618098124861719
-0.16564938,100,28.015842,0.8473432657289587,[0.         0.49598506 0.50401497],0.0022608965262770654
-0.37574667,100,28.857061,0.6867763278710616,[0.5966435 0.4033565 0.       ],0.0018527809530496599
-0.2725753,100,28.857174,0.7614160796483512,[0.         0.4042386  0.59576136],0.00015606413781642903
-0.19512038,100,28.85725,0.8227355939964842,[0.19948365 0.60159487 0.19892149],0.0015870323181152342
-0.17165425,100,28.857297,0.8422703732243615,[0. 1. 0.],0.0025
-0.15215838,100,28.85736,0.8588522589961716,[0.19960424 0.39271525 0.40768048],0.0030000000000000005
-0.13836518,100,28.857399,0.8707806514695713,[0.5675273  0.13993473 0.292538  ],0.0010080273807048796
-0.2092233,100,28.857437,0.8112140828936898,[0.28062707 0.4265877  0.29278526],0.0014499999254941943
-0.23376694,100,28.857474,0.7915462755845845,[0.5961512  0.         0.40384883],0.001999999925494194
-0.19868647,100,29.705562,0.8198068935145488,[0.16811053 0.5019181  0.3299714 ],0.00415
-0.1773754,100,29.705676,0.8374653191899878,[0.45261157 0.10926622 0.4381222 ],0.0022499999254941942
-0.03460502,100,29.705752,0.9659868812956153,[0.3001674  0.39997756 0.29985502],0.0015
-0.38743338,100,29.705797,0.6787968510467141,[0. 1. 0.],0.0029743030667304994
-0.28836882,100,29.705855,0.7494850977048112,[0.65782106 0.17072703 0.17145194],0.0020435899302363395
-0.18998536,100,29.705895,0.8269712324632917,[0.17013505 0.32983387 0.5000311 ],0.000645076185464859
-0.23793557,100,29.705934,0.7882534859550554,[0.2993434  0.29891494 0.40174168],0.0015
-0.16763075,100,29.705971,0.845666053963431,[0.24923053 0.5003009  0.2504686 ],0.0025
-0.27566177,100,30.545595,0.7590696402572006,[0.50225955 0.49774042 0.        ],0.0006049313023686409
-0.19723672,100,30.545711,0.8209962651606176,[0.5034197 0.        0.4965803],0.0003452512621879578
-0.24864213,100,30.545776,0.7798590389846747,[0.56876385 0.29103687 0.1401993 ],0.0008585808038711549
-0.25379524,100,30.545826,0.7758506786341721,[0.         0.50210154 0.49789843],0.0014086677134037017
0.15122756,100,30.545884,1.1632613360834299,[0.2548439  0.24877042 0.4963857 ],0.00125
-0.09805848,100,30.545924,0.9065959524139677,[0.7481276  0.25187242 0.        ],0.0017264433577656745
-0.062377904,100,30.545963,0.9395277740346559,[0.44848186 0.33242813 0.21909004],0.0027500000000000003
-0.19556998,100,30.546,0.8223658014068989,[0.3997451 0.6002549 0.       ],0.0016563970595598221
-0.2681359,100,31.382891,0.7648038719232871,[0.51310664 0.3687409  0.11815248],0.0014961792021989822
-0.10254714,100,31.383008,0.9025356113410684,[0.5014787  0.49852136 0.        ],0.0017893632501363756
-0.14211817,100,31.383089,0.8675187326801541,[0.41895092 0.28991607 0.29113302],0.001409392426908016
-0.17910433,100,31.383153,0.8360186926382401,[0.4976723 0.5023277 0.       ],0.0005274057388305664
-0.107370034,100,31.383201,0.8981932499333061,[0.66736007 0.33263996 0.        ],0.0016499999999999998
-0.30674037,100,31.383242,0.7358415969130294,[0.         0.24846949 0.7515305 ],0.0030517733097076417
0.09863641,100,31.383281,1.1036649388650877,[0.24739964 0.7526004  0.        ],0.0033374521136283874
-0.21180531,100,31.383318,0.8091222009872164,[0.24628863 0.24836369 0.50534767],0.0024965181946754456
-0.19367278,100,32.220836,0.8239274683888492,[0.3786904  0.24882004 0.37248957],0.00315
-0.14134334,100,32.220952,0.8681911779120659,[0.56911814 0.43088186 0.        ],0.0013467978686094284
0.14801535,100,32.221026,1.1595306424679357,[0.8017999  0.19820014 0.        ],0.002855740763247013
-0.062032275,100,32.221067,0.939852562643679,[0.3999182  0.19966868 0.40041313],0.0010043879002332688
-0.37198955,100,32.221107,0.6893613993094108,[0.45623577 0.3271935  0.21657072],0.000498020975291729
0.023680048,100,32.221158,1.0239626881520774,[0.         0.32867357 0.67132646],0.0020969209730625155
-0.25471658,100,32.221197,0.775136177363343,[0.6008804 0.        0.3991196],0.0013394290208816528
-0.1522139,100,32.221235,0.8588045670727111,[1. 0. 0.],0.003148569464683533
-0.08869058,100,33.059264,0.9151287058374868,[0.33140272 0.         0.6685973 ],0.0033564868569374087
-0.3204348,100,33.059376,0.7258333633878286,[0.13823187 0.3002238  0.5615443 ],0.001589623911678791
0.15830268,100,33.05945,1.1715206699242842,[0.43212643 0.5678736  0.        ],0.002490577530115843
-0.32031608,100,33.059492,0.7259195329386472,[0.11999282 0.43901527 0.4409919 ],0.0015995896540582184
-0.10879804,100,33.059555,0.8969115475510109,[0.497112   0.25217864 0.25070935],0.00375
-0.22006105,100,33.059594,0.8024698494856547,[1. 0. 0.],0.0028753699362277984
-0.1352351,100,33.059632,0.8735105059443532,[0.5011852 0.25005   0.2487648],0.002500000074505806
-0.03877133,100,33.05967,0.9619706495314613,[0.         0.75357264 0.24642734],0.0015934041887521744
-0.20035678,100,33.899242,0.8184386462367359,[0.38028592 0.11979851 0.49991557],0.0019119569525122644
-0.14383717,100,33.899353,0.8660287550615421,[0.33405614 0.66594386 0.        ],0.0018523742914199831
-0.216644,100,33.899431,0.8052165579998161,[0.13166375 0.3728838  0.49545246],0.0018533631175756454
-0.15751085,100,33.899483,0.8542675808218056,[0.3425697  0.21681629 0.44061399],0.0039000000000000003
-0.21191265,100,33.899535,0.8090353393433805,[0.4028226  0.19893484 0.39824253],0.0023427238464355468
0.021775872,100,33.899579,1.0220146968514405,[0.28071484 0.36458498 0.35470018],0.001176968052238226
-0.20365374,100,33.89962,0.8157448286815997,[0.6657092  0.33429077 0.        ],0.002497115842998028
-0.1455075,100,33.899658,0.8645834155238691,[0.40412134 0.39509565 0.20078304],0.0006121617257595062
-0.17046392,100,39.070287,0.8432735029882097,[0.12007356 0.4423455  0.43758094],9.758186340332008e-06
-0.26223066,100,39.070403,0.7693335209950531,[0.5095652  0.         0.49043486],0.0018236352875828743
0.10792359,100,39.070467,1.1139626185393237,[0.         0.25111476 0.7488853 ],0.005
-0.16643992,100,39.070509,0.8466736790562708,[0.5662468  0.43375322 0.        ],0.004003650024533272
-0.14709313,100,39.070549,0.8632135934362675,[0.5045375 0.4954625 0.       ],0.0025
0.021021182,100,39.070594,1.021243679060413,[0.15945794 0.6721616  0.16838047],0.003146686898171902
-0.1439062,100,39.070633,0.8659689846274798,[0.43254936 0.         0.56745064],0.0012594041228294374
-0.18888247,100,39.070673,0.8278837665090782,[0.37939712 0.11963789 0.500965  ],0.002499999925494194
-0.2627457,100,39.91732,0.7689374293271639,[0.4973805  0.33271778 0.16990171],0.0024999999999999996
-0.13830438,100,39.917432,0.8708335597873653,[0.         0.42867425 0.5713258 ],0.0021531656742095947
-0.22285031,100,39.917512,0.8002346512998717,[0.51055974 0.4894403  0.        ],0.0016471016407012939
-0.10682288,100,39.917565,0.898684835779757,[0.1209383  0.44052273 0.43853897],0.0034030720457434655
-0.26859304,100,39.917639,0.7644542793971776,[0.3321425  0.         0.66785747],0.0023438762784004216
-0.29170772,100,39.917708,0.7469868581872423,[0.4267482  0.4317639  0.14148793],0.00215
-0.089394026,100,39.917754,0.9144851762428493,[0.67 0.   0.33],0.003355918303132057
-0.2725542,100,39.917794,0.7614321783776115,[0. 0. 1.],0.005
-0.08527449,100,40.753656,0.9182602084257279,[0.33635384 0.22454827 0.43909788],0.001753996828198433
-0.2581474,100,40.753767,0.7724813552081979,[0.13911057 0.29322937 0.5676601 ],0.0035499999999999998
-0.13185874,100,40.753843,0.8764647868890602,[0.3822069  0.25172108 0.36607203],0.000760723365843296
-0.21468684,100,40.753887,0.8067940700273386,[0.         0.5067881  0.49321193],0.003737975582480431
0.059912123,100,40.753946,1.0617431892492446,[0.33874187 0.3313026  0.32995552],0.0008390882894396783
-0.0837938,100,40.753986,0.91962084496308,[0.4990689 0.5009311 0.       ],0.00048428893089294436
-0.21170181,100,40.754024,0.8092059574153085,[0.44937122 0.3273875  0.22324128],0.0013916188046336176
-0.25764737,100,40.754062,0.7728677562496704,[0.12870389 0.50603664 0.3652595 ],0.0003769351303577423
-0.28154472,100,41.589549,0.7546171405405707,[0.25012383 0.         0.74987614],0.002258163094520569
-0.17883283,100,41.589661,0.836245690283124,[0.30065876 0.40251172 0.29682952],0.0018421668410301209
-0.16293764,100,41.589735,0.8496441549617672,[0.19935153 0.4016503  0.39899817],1.6946561634540585e-05
-0.30063024,100,41.589778,0.740351472509975,[0.37684527 0.36774328 0.25541145],0.00185
-0.079296716,100,41.589831,0.9237658062175849,[0.45071253 0.11182386 0.4374636 ],0.0010072839483618737
-0.16705924,100,41.589871,0.8461494998244644,[0.49590808 0.25514197 0.24894993],0.002500000074505806
-0.0793597,100,41.589909,0.9237076017213744,[0.25145265 0.49847054 0.25007677],0.0012683585658669473
-0.1196024,100,41.589946,0.8872731757712925,[0.57101005 0.         0.42898998],0.0014641640707850456
-0.18757117,100,42.427976,0.8289701232439044,[0.37361676 0.35457233 0.27181092],0.0002755845129489898
-0.22360201,100,42.428077,0.7996332982476747,[0.4465444  0.33271334 0.22074227],0.001099999925494194
-0.13655135,100,42.428139,0.8723615259940564,[0.5053781  0.24777338 0.2468485 ],0.002500000074505806
-0.19751012,100,42.428181,0.8207718638185958,[0.4955856 0.        0.5044144],0.0008196109533309937
-0.28455025,100,42.428221,0.7523524751201134,[0.33160907 0.         0.6683909 ],0.003392813801765442
-0.33141783,100,42.428283,0.7179051198493117,[0.38941425 0.11947421 0.49111155],0.0010256561264395715
-0.087529644,100,42.428322,0.9161917173047205,[0.16805162 0.50324035 0.32870805],0.0016418562173843383
-0.14740236,100,42.428359,0.8629466760478685,[0.44867516 0.33097926 0.2203456 ],0.0016500000000000002
-0.14867687,100,43.262921,0.8618475636384645,[0.        0.7968237 0.2031763],0.004
-0.27587417,100,43.263033,0.7589084534479758,[0.2807003  0.5820877  0.13721204],0.0018050082802772522
